"","...1","Region","Date","NA.","Population","HPI","S_Unf","HR","CPI","GRP_pc","HR_pc","BP","PI_Roads_Materials","Price_m2_fm","Price_m2_sm","Materials_pi","N_of_Credits","Avg_IR","Avg_Sum_of_credit","Avg_Duration_of_Credit","Mortgage_Debt","Usage","Usage_ratio","S_unf_redone"
"1936","1936","Липецкая область",2010-10-01,"1936",1175272.92880983,112.480406335857,197.190379614171,979.706231114244,106.600815222901,91516.1606977758,0.000833542762134583,22587.1162084379,1.62444444444445,33594.9900000042,38598.9900000049,0.65424242424244,813,13.45,1039,18.0333333333333,4614,64,"High usage",194.937522141482
"1937","1937","Липецкая область",2011-01-01,"1937",1174134.85932263,107.824334234118,181.811450632295,989.680075812626,105.430541762982,94952.4396293967,0.000842838973459512,22209.4452781797,6.24999999999999,35194.6200000043,38892.8900000051,3.08750000000001,488,12.4533333333333,1073.66666666667,15.9333333333333,4724.33333333333,63,"High usage",180.86479067806
"1938","1938","Липецкая область",2011-04-01,"1938",1172836.08779869,105.316171699776,173.255298787282,1000.99758336693,104.770215673821,97021.8529170138,0.000853441540524295,22054.5987948044,0.528888888888901,35393.0500000044,38126.1300000051,1.31125,841,12.7633333333333,1012.33333333333,17.0333333333333,5020,66,"High usage",173.209781821467
"1939","1939","Липецкая область",2011-07-01,"1939",1171376.61423803,104.955918732829,171.521924079149,1013.65875377715,104.619836955419,97724.4005606272,0.000865350463328599,22122.5767583122,3.84444444444443,36599.5500000044,39885.0800000051,2.19875,1059,11.7933333333333,1057.66666666667,15.1,5589,65,"High usage",171.972495571704
"1940","1940","Липецкая область",2011-10-01,"1940",1169756.43864064,106.743575333277,176.611326507879,1027.66358704328,104.979405607776,97060.0825602368,0.000878565741871952,22413.3791687029,5.31444444444442,37428.6100000043,40152.020000005,2.70593749999999,1319,11.89,1083,14.9,6233.33333333333,64,"High usage",177.152931928769
"1941","1941","Липецкая область",2012-01-01,"1941",1167975.56100653,110.67914150112,188.523506073471,1043.01208316534,105.848921630892,95028.8989158426,0.000893087376154371,22927.0060259767,-0.496153846153874,36758.4600000045,40854.5400000051,-0.509166666666658,938,12.4233333333333,1156.33333333333,15.3,6602,62.61,"High usage",188.751090892664
"1942","1942","Липецкая область",2012-04-01,"1942",1166439.38555027,112.64971136781,204.358975470847,1047.54664834803,106.473159387781,93353.9466644209,0.00089811900604894,23376.4503584954,0.47999999999999,37764.2200000046,41216.2300000052,0.551666666666662,1208,12.34,1198,16.3333333333333,7339,63.71,"High usage",204.369918121156
"1943","1943","Липецкая область",2012-07-01,"1943",1165147.91227187,112.655284933345,224.117734700006,1041.26728259134,106.852118878444,92035.2258059715,0.000893660631554417,23761.7121662592,1.09999999999998,38924.4000000046,42605.5600000055,1.32111111111108,1371,12.46,1111.66666666667,15.0666666666667,8161.66666666667,64.3,"High usage",224.009413614247
"1944","1944","Липецкая область",2012-10-01,"1944",1164101.14117133,110.695862197725,247.799783760932,1024.17398589528,106.985800102881,91072.7363404946,0.000879712252672297,24082.791449268,1.02076923076925,39769.7300000047,43211.7700000055,0.965000000000018,1596,12.7633333333333,1284.33333333333,16.2333333333333,9222.33333333333,62.73,"High usage",247.669577371936
"1945","1945","Липецкая область",2013-01-01,"1945",1163299.07224864,106.771443160951,275.405122653623,996.266758259842,106.874203061092,90466.4782679901,0.000856273869401296,24339.6882075218,0.924166666666665,41639.2800000047,45717.9100000056,0.194473684210536,993,12.8733333333333,1256.33333333333,16.1333333333333,9696.66666666667,60.54,"High usage",275.350409394222
"1946","1946","Липецкая область",2013-04-01,"1946",1162552.61578011,103.405098281861,316.80120914967,1007.79716390173,106.963883019939,91429.7474340001,0.000866794161774796,24674.5676278145,-0.632499999999979,42768.3000000048,46279.2300000056,0.35052631578948,1345,12.8233333333333,1290,15.4666666666667,10608.3333333333,64.36,"High usage",316.798578445448
"1947","1947","Липецкая область",2013-07-01,"1947",1161861.77176573,100.596827560455,371.988043249071,1058.76520282094,107.254839979423,93962.5438385247,0.000911273129791172,25087.4297101462,3.68833333333336,42108.5800000048,45903.5900000056,1.11026315789476,1572,12.54,1290,15.5333333333333,11612.3333333333,65.55,"High usage",372.014084525613
"1948","1948","Липецкая область",2013-10-01,"1948",1161226.5402055,98.346630996732,440.965624951826,1149.17087501747,107.747073939544,98064.8674815637,0.000989710773452397,25578.2744545167,0.299166666666679,41650.3400000049,45506.7200000055,0.162368421052648,1925,12.28,1267.66666666667,15.0666666666667,12753,64.58,"High usage",440.996927634716
"1949","1949","Липецкая область",2014-01-01,"1949",1160646.92109943,96.6545085906929,523.733954257936,1279.01418049133,108.440584900302,103736.718363117,0.00110210709275727,26147.1018609261,2.28750000000001,40259.3200000049,46848.8500000059,1.03257142857143,1457,12.3166666666667,1287.33333333333,15.9666666666667,13732.3333333333,62.43,"High usage",523.747107772759
"1950","1950","Липецкая область",2014-04-01,"1950",1160102.70501722,95.947856192,588.867704277888,1361.34583048434,109.389755324484,107451.556429337,0.00117351814335788,26683.3880791194,-0.292500000000032,39397.9300000049,47871.5100000057,-0.093142857142837,1844,12.3933333333333,1334,15.3666666666667,14801.6666666667,63.56,"High usage",588.868336718872
"1951","1951","Липецкая область",2014-07-01,"1951",1159593.8919589,96.2266738006533,636.366875011682,1396.1658249965,110.594585212091,109209.381680222,0.00120394392525307,27187.1331090964,0.511666666666656,39215.870000005,47747.3700000058,1.28457142857144,1912,12.61,1378,15.8,16329.6666666667,65.65,"High usage",636.360614473056
"1952","1952","Липецкая область",2014-10-01,"1952",1159120.48192444,97.4909614166528,666.231466459318,1383.47416402782,112.055074563122,109010.194115774,0.0011933844384443,27658.3369508573,0.804166666666646,38835.8500000051,48960.4500000057,1.87857142857142,2312,13.0066666666667,1318,15.2666666666667,17565.6666666667,65.23,"High usage",666.223941035311
"1953","1953","Липецкая область",2015-01-01,"1953",1158682.47491386,99.7407190399984,678.461478620796,1323.27084757829,113.771223377579,106853.993735992,0.00114183968293119,28096.999604402,0.508181818181825,38600.4200000051,48396.240000006,1.63193548387098,1087,14.74,1225.33333333333,14.9666666666667,18267.3333333333,59.98,"High usage",678.458316405637
"1954","1954","Липецкая область",2015-04-01,"1954",1158180.28214409,100.416334473337,687.688892037623,1321.48118196716,114.27719355233,106018.252660658,0.00114087996040035,28410.460824059,1.11636363636364,38221.1400000051,48037.510000006,2.03516129032256,1034,13.17,1321.66666666667,14.9666666666667,18407,61.53,"High usage",687.688739991512
"1955","1955","Липецкая область",2015-07-01,"1955",1157613.90361511,99.5178077166693,693.913706709816,1378.10516719443,113.572985087375,106502.970889772,0.00119050527085269,28598.7206098283,3.44818181818184,38125.6800000052,47769.4400000061,1.63064516129033,1352,12.9466666666667,1277.66666666667,15.6666666666667,18935,63.24,"High usage",693.915211792938
"1956","1956","Липецкая область",2015-10-01,"1956",1156983.33932693,97.0451387699947,697.135922637373,1493.1428032601,111.658597982716,108308.148423334,0.00129071561428827,28661.7789617099,0.707272727272724,37429.3000000053,44051.2500000062,0.999032258064503,1789,12.4166666666667,1320.33333333333,15.6,19891.3333333333,63.29,"High usage",697.137731809914
"1957","1957","Липецкая область",2016-01-01,"1957",1156288.58927956,92.9983276333132,697.35553982028,1666.59409016417,108.534032238351,111433.785261345,0.00144151099070794,28599.6358797038,-0.490769230769217,36512.6300000054,41468.6400000062,0.315428571428598,1500,12.2966666666667,1319,15.9333333333333,20783.3333333333,60.54,"High usage",697.356300042439
"1958","1958","Липецкая область",2016-04-01,"1958",1155932.45354878,91.3202721253155,707.381170765766,1790.13696886012,106.018593045265,113456.564815214,0.00154870399795976,28811.0002950198,-0.685384615384635,36163.2900000055,41056.3900000066,2.66628571428572,1574,13.0566666666667,1320.33333333333,16.7,21447.6666666667,59.68,"High usage",707.381207318474
"1959","1959","Липецкая область",2016-07-01,"1959",1155914.93213461,92.0109722460013,727.212815473833,1863.77143934798,104.112280403457,114376.487084943,0.00161229463604269,29295.8722076578,4.21692307692309,35745.1700000054,41743.5100000064,2.4782857142857,1575,12.5966666666667,1334,15.9,22161.3333333333,63.28,"High usage",727.212453638018
"1960","1960","Липецкая область",2016-10-01,"1960",1156236.02503704,95.0704279953708,756.850473944497,1887.49750162772,102.815094312927,114193.552070531,0.00163228290495751,30054.2516176178,1.39846153846153,34331.4400000056,40873.6300000064,1.19685714285714,1790,11.8833333333333,1437.33333333333,16.5,23198,62.68,"High usage",756.85003900107
"1961","1961","Липецкая область",2017-01-01,"1961",1156895.73225607,100.498639373424,796.294146177725,1861.31515569936,102.127034773676,112907.759771978,0.00160866880470523,31086.1385248998,2.28222222222223,34165.0600000057,39794.1700000065,1.44821428571427,1267,11.9633333333333,1404.66666666667,16.3,23646.6666666667,57.24,"Low usage",796.293963407631
"1962","1962","Липецкая область",2017-04-01,"1962",1156889.72224125,104.538468175276,800.073956600643,1869.91615504827,101.916997048505,113536.631574846,0.0016161830177651,31314.0338778526,-0.572222222222209,34639.4000000057,39305.9400000066,-0.549642857142857,1637,11.3533333333333,1435,16.2,24281.3333333333,60.27,"High usage",800.073947807203
"1963","1963","Липецкая область",2017-07-01,"1963",1156217.99499259,107.189914400926,768.189905213217,1913.30049967445,102.184981137415,116080.167479133,0.00165482554413831,30737.9376764762,4.50999999999999,34916.6500000057,39133.2800000065,2.19821428571427,1893,10.5566666666667,1540.33333333333,16.2,25333.3333333333,63.45,"High usage",768.189992199788
"1964","1964","Липецкая область",2017-10-01,"1964",1154880.55051009,108.452978050375,700.641992015482,1991.46818957791,102.930987040404,120538.367484841,0.00172459638382554,29357.8499207706,2.40666666666668,36207.0500000058,39013.1200000067,1.84857142857145,2614,9.74333333333333,1542.33333333333,16.4666666666667,27009.6666666667,61.91,"High usage",700.642096585383
"1965","1965","Липецкая область",2018-01-01,"1965",1152877.38879374,108.327659123623,597.430217007403,2104.41922475864,104.155014757474,126911.231591968,0.00182549553682537,27173.7706107358,1.55888888888886,37625.640000006,40744.5300000068,0.45965517241379,2089,9.74,1514.33333333333,16.4666666666667,28434.3333333333,57.28,"Low usage",597.430260963991
"1966","1966","Липецкая область",2018-04-01,"1966",1151005.56858971,108.314467903473,515.733420201786,2197.03194892747,104.842619941312,130175.030046913,0.00190873925326331,26416.2266424275,1.64555555555556,38396.880000006,41024.6700000067,0.680344827586197,2484,9.50333333333333,1627.33333333333,17.1,30158,56.37,"Low usage",515.733422329838
"1967","1967","Липецкая область",2018-07-01,"1967",1149265.08989798,108.413404389926,455.551601598646,2269.30636208442,104.993802591919,130329.762849675,0.00197432753313986,27085.2180158457,6.15666666666664,39522.680000006,40994.8300000069,2.53448275862067,2489,9.41333333333333,1686.66666666667,16.8,32179.3333333333,58.28,"Low usage",455.551580682925
"1968","1968","Липецкая область",2018-10-01,"1968",1147655.95271857,108.624468582981,416.884761197966,2321.24246422947,104.608562709295,127375.430000255,0.00202226037645559,29180.7447309903,1.45333333333335,40767.0400000058,41091.4400000068,0.262068965517244,2846,9.56,1744.33333333333,17.1333333333333,33991.6666666667,60.36,"High usage",416.884736023252
"1969","1969","Липецкая область",2019-01-01,"1969",1146178.15705146,108.947660482638,399.732898999747,2352.84025536263,103.68690029344,121312.031498651,0.0020525377832078,32702.8067878614,1.00700000000001,41686.0700000057,41025.6400000068,0.561290322580646,2100,10.1733333333333,1749,18.1666666666667,35934.6666666667,56.19,"Low usage",399.732888350819
"1970","1970","Липецкая область",2019-04-01,"1970",1144729.77596403,109.349873049446,396.578994521413,2392.74326967084,103.223475209722,117516.707050266,0.00209011123165059,35260.5088954652,0.113,41794.8800000059,42656.4400000069,1.1067741935484,1929,10.41,1781.33333333333,18.3666666666667,37357,57.28,"Low usage",396.578993941519
"1971","1971","Липецкая область",2019-07-01,"1971",1143310.80945629,109.831106283405,407.423047762946,2440.95150715411,103.218287458141,115989.4566551,0.00213498072178281,36853.8510538018,1.89200000000001,43324.200000006,42966.8500000073,0.840645161290325,2281,10,1753.33333333333,18.4666666666667,38387.3333333333,55.89,"Low usage",407.423052795352
"1972","1972","Липецкая область",2019-10-01,"1972",1141921.25752822,110.391360184514,432.265058724364,2497.46496781243,103.671337038698,116730.280313153,0.00218714625360378,37482.8332628711,0.899999999999991,44740.6800000061,42826.590000007,-0.626774193548371,2713,9.19666666666667,1844.66666666667,18.1666666666667,39668,58.33,"Low usage",432.265064912318
"1973","1973","Липецкая область",2020-01-01,"1973",1140561.12017984,111.030634752773,471.105027405666,2562.2836516458,104.582623951393,119739.178024424,0.00224660782711406,37147.4555226731,0.397000000000006,41242.3300000061,44210.030000007,-0.533124999999984,2132,8.91333333333333,1984.66666666667,18.7,40896.6666666667,70.36,"High usage",471.105030292416
"1974","1974","Липецкая область",2020-04-01,"1974",1139541.01716855,111.510090678968,500.235003916652,2610.89766452083,105.266089135914,121995.851307877,0.00229120400724658,36895.9222175246,-4.247,43882.0400000061,44103.4700000071,-1.51531250000001,2186,7.68333333333333,1813,18.0666666666667,42154.3333333333,65.18,"High usage",500.23500432749
"1975","1975","Липецкая область",2020-07-01,"1975",1138860.94849436,111.829727963098,519.65498825732,2643.30700643752,105.721732592261,123500.300163513,0.00232093479400231,36728.2333474257,4.73699999999998,44840.4500000061,44543.8500000074,1.56468750000001,3848,7.11333333333333,1964.66666666667,18.6,45171,68.52,"High usage",519.65498701754
"1976","1976","Липецкая область",2020-10-01,"1976",1138520.91415726,111.989546605163,529.364980427654,2659.51167739586,105.949554320434,124252.524591331,0.00233580018737989,36644.3889123762,-0.97799999999998,47726.8000000061,46096.0000000072,0.438749999999985,4097,7.17,2138.33333333333,18.9333333333333,48733,68.31,"High usage",529.364978362565
"1977","1977","Магаданская область",2002-01-01,"1977",188343.309354669,132.038756537197,109791.844647914,453.320011493204,112.00039862817,121023.436417923,0.0024071778961691,11161.6610349842,3.00624999999999,7088.83000000233,2384.40000000195,1.74199999999998,1765,13.3133333333333,1063,17.4,28039.6666666667,68.76,"High usage",94.5277599126358
"1978","1978","Магаданская область",2002-04-01,"1978",187893.185612801,132.355253922318,101285.102788749,451.992006895921,112.056239176902,121123.057850753,0.00240575275250811,11880.1966209903,3.51000000000001,8575.99000000212,2872.820000002,1.28914285714285,1554,13.3133333333333,1097,18.0666666666667,17463.3333333333,68.91,"High usage",92.1266519475816
"1979","1979","Магаданская область",2002-07-01,"1979",186992.938129065,132.98824869256,84271.6190704175,449.335997701355,112.167920274365,121322.300716414,0.00240290246518504,13317.2677930026,6.07624999999997,12967.1800000024,2804.22000000198,3.17028571428574,820,14.12,1173.33333333333,17.9333333333333,32300.3333333333,68.87,"High usage",87.3244360174731
"1980","1980","Магаданская область",2002-10-01,"1980",185642.566903461,133.937740847923,58751.3934929208,445.351983909506,112.33544192056,121621.165014905,0.00239862703420066,15472.8745510209,4.92625,11215.0200000023,2836.1000000019,3.66342857142855,1150,14.72,1264.33333333333,17.1,32482.6666666667,65.7,"High usage",80.1211121223104
"1981","1981","Магаданская область",2003-01-01,"1981",183842.071935988,135.203730388407,24724.4260562586,440.039965520375,112.558804115487,122019.650746227,0.00239292645955515,18347.0168950454,4.68125000000001,6793.02000000216,3667.41000000198,3.3432258064516,403,13.95,1318.66666666667,18.1,17830.3333333333,71.81,"High usage",70.5166802620935
"1982","1982","Магаданская область",2003-04-01,"1982",182317.845174604,138.896634049237,1249.66865909038,439.099171956571,112.352627347262,121727.686260565,0.00240800158190321,19085.4670746368,0.792500000000004,8999.02000000241,4043.45000000205,0.591935483870984,830,14.46,1173.33333333333,17.9333333333333,32376.3333333333,70.06,"High usage",64.2682354131694
"1983","1983","Магаданская область",2003-07-01,"1983",181069.886619307,145.016451830415,-11672.8786985838,442.529603218095,111.716911615887,120745.271557919,0.00244385240124613,17688.2250897953,3.01499999999999,7309.83000000231,4335.62000000211,2.81483870967742,773,14.72,1071.33333333333,15.5666666666667,17463.3333333333,55,"Low usage",61.3757775755382
"1984","1984","Магаданская область",2003-10-01,"1984",180098.196270098,153.563183731939,-14043.216016764,450.331259304947,110.651656921361,119072.40663829,0.00250047891758252,14155.2909405208,5.24375000000001,13652.8200000025,4348.73000000202,5.04000000000002,347,14.3266666666667,1361.33333333333,15.2,17830.3333333333,58.43,"Low usage",61.8393067491999
"1985","1985","Магаданская область",2004-01-01,"1985",179402.774126977,164.536829753811,-5861.34329545026,462.504140217128,109.156863263685,116709.091501678,0.00257788113091393,8486.66462681329,1.18874999999998,13768.4600000024,4626.28000000203,1.6144827586207,2294,14.46,1419.66666666667,15.3333333333333,29752.6666666667,56.24,"Low usage",65.6588229341545
"1986","1986","Магаданская область",2004-04-01,"1986",178591.095618938,165.371556261035,-215.976888744533,471.567636495147,108.58420049514,114880.673977835,0.00264017657734131,7012.14825060478,0.0462500000000006,13564.6100000024,4626.28000000217,2.18689655172413,894,14.6966666666667,1304.33333333333,14.8666666666667,39963.3333333333,55,"Low usage",69.0031002344746
"1987","1987","Магаданская область",2004-07-01,"1987",177663.160745979,156.067363253612,2892.88320335314,477.521748139007,108.933668615727,113587.154066761,0.00268736525686635,9731.74181189528,1.84499999999998,11492.3400000028,4626.28000000214,3.5344827586207,820,14.4066666666667,1071.33333333333,17.4666666666667,17463,69.78,"High usage",71.8721386501603
"1988","1988","Магаданская область",2004-10-01,"1988",176618.969508103,136.624250731541,3465.23698084274,480.366475148706,110.205267625446,112828.531768456,0.00271944716948891,16645.4453106848,3.45750000000001,14424.5100000026,4626.2800000022,2.62034482758622,734,14.1966666666667,1188.66666666667,17.9333333333333,40120.3333333333,65.7,"High usage",74.2659381812115
"1989","1989","Магаданская область",2005-01-01,"1989",175458.521905308,107.042218694824,1501.08444372429,480.101817524244,112.398997524297,112604.807082921,0.00273642231521012,27753.2587469733,2.2975,23584.0000000024,7876.09000000233,3.2341935483871,609,14.46,1242,17.9333333333333,17830.3333333333,71.81,"High usage",76.1844988276283
"1990","1990","Магаданская область",2005-04-01,"1990",174385.734102066,91.2925184022071,142.18965138732,479.155227464761,113.440890474119,113287.024310906,0.00274789202592212,35486.6806226992,1.93374999999999,19041.400000003,7876.09000000228,0.772580645161312,140,14.3233333333333,1060,15.8,2677.33333333333,56.11,"Low usage",73.6781235551438
"1991","1991","Магаданская область",2005-07-01,"1991",173400.606098379,89.3751498536914,-611.447396168154,477.526704970256,113.33094647491,114875.183452413,0.00275385630162693,39845.7109378626,1.17999999999999,8013.26000000228,8013.26000000243,0.897419354838703,500,14.5633333333333,1258.33333333333,15.3333333333333,9156.66666666667,51,"Low usage",66.7468123637581
"1992","1992","Магаданская область",2005-10-01,"1992",172503.137894245,101.290113049276,-759.826698942136,475.216250040729,112.069165526672,117369.28450744,0.00275431514232434,40830.3496924634,0.522499999999994,16737.0400000024,8555.73000000231,0.199032258064506,506,14.59,1607.33333333333,14.8333333333333,42292.6666666667,51,"Low usage",55.3905652534711
"1993","1993","Магаданская область",2006-01-01,"1993",171693.329489666,127.037407988962,-302.948256934629,472.22386267618,109.655547629405,120769.327475988,0.00274926854801417,38440.5968865016,4.59,37747.4000000038,10818.0200000024,2.81774193548387,621,14.59,1063,14.8666666666667,18973.3333333333,43,"Low usage",39.6093822242829
"1994","1994","Магаданская область",2006-04-01,"1994",170850.874331968,141.209362769252,11.9024226423448,474.937362659888,108.235881418736,123320.336117363,0.00277901781048613,36865.6530095161,3.52374999999999,22505.2400000032,10818.0200000025,2.69580645161292,426,13.9266666666667,1304.33333333333,15.2,27365,51,"Low usage",28.3731561228946
"1995","1995","Магаданская область",2006-07-01,"1995",169975.77242115,143.805977390144,184.725339788787,483.356749991852,107.810166894665,125022.310431563,0.00284356292973847,36105.5180615068,0.888750000000002,21307.3900000038,12411.3500000026,0.529999999999987,329,14.3233333333333,1200.66666666667,17.3666666666667,6349.66666666667,66,"High usage",21.6818869493062
"1996","1996","Магаданская область",2006-10-01,"1996",169068.023757214,134.827251851641,215.520494504697,497.482024672072,108.378404057193,125875.250418589,0.00294290390577228,36160.1920424738,2.02,35617.1300000039,13243.3000000026,1.65354838709676,500,14.1966666666667,1187.33333333333,16.2,17830.3333333333,66,"High usage",19.5355747035177
"1997","1997","Магаданская область",2007-01-01,"1997",168127.628340159,114.27318615374,104.287886790075,517.313186700548,109.940592906318,125879.156078441,0.00307704073858791,37029.674952417,1.99125000000002,27001.9400000022,16674.3500000027,0.955806451612887,501,14.1966666666667,1060,18.1666666666667,6765,58.96,"Low usage",21.9342193855291
"1998","1998","Магаданская область",2007-04-01,"1998",167261.218837273,102.442285413084,27.3196889883099,533.120376831719,111.685231283441,126181.247551792,0.00318686195659326,37651.5941354273,1.22999999999999,47009.1300000033,16446.9400000026,1.0493548387097,2046,14.5633333333333,1194.33333333333,15.9666666666667,27386.6666666667,66,"High usage",23.3599895041221
"1999","1999","Магаданская область",2007-07-01,"1999",166468.795248557,99.3345496296719,-15.3840989005973,544.903595065584,113.612319188561,126781.524838643,0.00327236755978775,38025.9495915048,0.695000000000007,35767.7200000032,17696.3200000029,0.451935483870983,1864,14.3166666666667,1505.66666666667,15.5666666666667,32867.6666666667,56.92,"Low usage",23.8128850592968
"2000","2000","Магаданская область",2007-10-01,"2000",165750.357574009,104.949978803504,-23.823476876647,552.662841402143,115.721856621678,127679.987938994,0.00333355754817294,38152.7413206494,0.325000000000003,28534.4300000037,19380.3100000028,0.159677419354864,548,14.72,1318.66666666667,15.5666666666667,17830.3333333333,62,"High usage",23.2929060510532
"2001","2001","Магаданская область",2008-01-01,"2001",165105.905813631,119.288572934581,2.00155506016087,556.398115841396,118.013843582792,128876.636852845,0.00337043192174776,38031.9693228611,0.596250000000012,36186.6300000029,22460.5600000028,0.427096774193544,403,13.7366666666667,1194.33333333333,15.5666666666667,27365,69,"High usage",21.8000524793912
"2002","2002","Магаданская область",2008-04-01,"2002",164401.362784027,126.320581413179,21.5709458109455,554.532979280538,119.313100934121,129435.627758781,0.00337368392336421,38730.8687946012,2.21749999999999,34048.7500000043,25790.360000003,1.09451612903224,1328,14.5633333333333,1350.33333333333,15.9666666666667,22472.6666666667,62,"High usage",22.5228900589701
"2003","2003","Магаданская область",2008-07-01,"2003",163636.728485198,126.046004239299,34.8846953757118,547.067431719569,119.619628675664,129356.960656801,0.00334331355302224,40249.4397358697,1.19624999999998,42867.4500000026,26886.2600000029,0.697096774193554,1820,14.59,1441.33333333333,15.9666666666667,32133,65.73,"High usage",25.4614187897898
"2004","2004","Магаданская область",2008-10-01,"2004",162812.002917143,118.46484141294,41.9428037544549,534.001473158488,118.933426807422,128640.635546907,0.00327932081072159,42587.6821466666,1.00499999999998,24704.9300000029,28258.6100000029,0.588387096774213,506,14.72,1163.33333333333,17.4,9367,61.42,"High usage",30.6156386718503
"2005","2005","Магаданская область",2009-01-01,"2005",161927.186079862,103.577092934101,42.7452709471747,515.335103597296,117.254495329394,127286.652429097,0.00318170569646251,45745.5960269919,1.14749999999998,31060.1200000029,29221.5100000029,0.775161290322558,123,15.11,1419.66666666667,16,5369,41,"Low usage",37.9855497051517
"2006","2006","Магаданская область",2009-04-01,"2006",161178.384913005,95.0951563689256,42.0841494455441,503.7305143339,115.465124606425,128006.186746568,0.00312507865215458,46952.519168325,1.06375000000001,32249.8800000046,28643.000000003,0.405806451612918,205,15.02,1220.33333333333,17.4,5282.66666666667,41,"Low usage",41.8552942364117
"2007","2007","Магаданская область",2009-07-01,"2007",160565.599416571,93.0190317174121,39.9594392495631,499.187705368301,113.565314638515,130799.23849932,0.00310943967779607,46208.4515706662,0.534999999999982,47745.4100000052,30566.3100000031,0.285161290322577,289,15.1433333333333,1350.33333333333,15.9666666666667,5437,68,"High usage",42.2248722656304
"2008","2008","Магаданская область",2009-10-01,"2008",160088.82959056,97.3487189795612,36.3711403592318,501.706676700498,111.555065425665,135665.807687352,0.00313478877338804,43513.3932340152,1.965,28043.7400000029,29503.0000000031,0.789032258064523,402,14.7733333333333,1121.33333333333,16.6,5575.33333333333,54,"Low usage",39.0942837928078
"2009","2009","Магаданская область",2010-01-01,"2009",159748.075434973,108.084218155373,31.3192527745451,511.287428330492,109.434376967874,142605.894310664,0.0032011259389307,38867.3441583722,0.828750000000014,32042.930000005,30332.8300000031,0.451818181818197,304,14.9066666666667,1200.66666666667,16,5698,64,"High usage",32.4635288179439
"2010","2010","Магаданская область",2010-04-01,"2010",159313.343598749,114.040730563548,27.2907966309694,516.604757650292,108.120350797608,149163.533872816,0.0032427916172333,38763.982864766,7.27749999999999,32684.1000000038,30216.900000003,4.30772727272728,495,14.23,1252.33333333333,16.3333333333333,5935.33333333333,64,"High usage",27.345815300821
"2011","2011","Магаданская область",2010-07-01,"2011",158784.634081888,115.218256204088,24.2857719285047,517.658664659899,107.612986914867,155338.726373807,0.00325978580829647,43203.3093531965,8.07499999999999,33664.330000004,30560.4100000029,8.95590909090909,722,13.8833333333333,1290,16.4666666666667,6335,63,"High usage",23.741143241439
"2012","2012","Магаданская область",2010-10-01,"2012",158161.94688439,111.616795076991,22.304178667146,514.449149359312,107.91228531965,161131.471813637,0.00325210851211952,52185.3236236638,14.29375,34850.900000004,30771.5600000029,8.1190909090909,947,12.6033333333333,1318.66666666667,16.2333333333333,6980.66666666667,63,"High usage",21.6495126397979
"2013","2013","Магаданская область",2011-01-01,"2013",157445.282006256,103.236347182259,21.3460168468984,506.976211748533,109.018246011958,166541.770192307,0.00321975972870231,65710.0256761679,7.37111111111112,36223.0400000056,30750.960000003,6.73699999999999,621,12.7166666666667,1361.33333333333,15.6,7417.66666666667,61,"High usage",21.0709234958978
"2014","2014","Магаданская область",2011-04-01,"2014",156794.1032525,98.5416291514624,19.5043453802306,502.796552004807,109.605331884098,170384.242458685,0.00320681543842385,72627.8922267022,4.59,28264.760000003,30794.6000000031,5.78249999999998,1149,11.82,1507,15.5666666666667,8329.66666666667,66,"High usage",19.4911184399788
"2015","2015","Магаданская область",2011-07-01,"2015",156208.410623122,97.5326409846015,16.7791642671477,501.910170128135,109.67354293607,172658.888612772,0.0032132756412844,72938.9232752666,-0.220000000000013,44227.0600000044,30995.660000003,0.697500000000005,1946,11.3166666666667,1327.33333333333,15.3333333333333,10382.3333333333,66,"High usage",16.910097472041
"2016","2016","Магаданская область",2011-10-01,"2016",155688.204118122,100.209382681676,13.1704735076447,504.317066118517,109.222879167873,173365.708654567,0.00323914033728293,66643.1188218611,1.86222222222223,30931.0800000035,31865.8300000029,2.19799999999998,1626,12.05,1424.33333333333,13.3,12095.6666666667,68,"High usage",13.3278605920843
"2017","2017","Магаданская область",2012-01-01,"2017",155233.4837375,106.571854242687,8.67827310172164,510.017239975952,108.253340579508,172504.702584071,0.00328440952641985,53740.4788664859,2.48,47437.0000000056,33145.940000003,4.039,1019,12.6066666666667,1707.33333333333,14.5666666666667,13497,70.48,"High usage",8.74440780010871
"2018","2018","Магаданская область",2012-04-01,"2018",154752.202090252,108.648101170016,6.01008369881713,521.890413528545,107.848188912359,172664.96636296,0.00337141190204188,46820.8313377412,1.27700000000002,47437.0000000025,37076.880000003,-1.30900000000001,1275,12.71,1675.66666666667,14.2333333333333,14751.3333333333,67.72,"High usage",6.0132635632752
"2019","2019","Магаданская область",2012-07-01,"2019",154244.359176375,106.438123463665,5.16590529893115,539.936586776295,108.007424166425,173846.499991235,0.00350014746414814,45884.1762356271,3.00599999999999,47437.0000000015,40268.1400000029,2.01349999999999,1795,11.98,1684,14.5666666666667,16589.3333333333,72.06,"High usage",5.13442788158374
"2020","2020","Магаданская область",2012-10-01,"2020",153709.954995872,99.9419211236321,6.14573790205882,564.155759719202,108.731046341707,176049.303468896,0.00367061621273968,50930.5135601437,-1.37700000000001,50000.0000000051,44403.2800000034,4.05149999999999,2133,12.26,1651.66666666667,15.3,18980,71.31,"High usage",6.10790075503434
