"","...1","Region","Date","NA.","Population","HPI","S_Unf","HR","CPI","GRP_pc","HR_pc","BP","PI_Roads_Materials","Price_m2_fm","Price_m2_sm","Materials_pi","N_of_Credits","Avg_IR","Avg_Sum_of_credit","Avg_Duration_of_Credit","Mortgage_Debt","Usage","Usage_ratio","S_unf_redone"
"1026","1026","Кабардино-Балкарская Республика",2011-04-01,"1026",859900.399828216,98.0766708130439,63.6668367296338,2018.31941410823,107.727092511878,39444.2023262901,0.00234709861198215,23073.8587586218,-0.840000000000003,31886.4300000039,33117.1000000036,0.145897435897453,2481,11.64,1301,12.8333333333333,21383.6666666667,49,"Low usage",63.7172770975607
"1027","1027","Кабардино-Балкарская Республика",2011-07-01,"1027",859769.063963256,99.0587880059872,64.1011201100338,2140.11207778213,107.3658610807,40493.2859289656,0.00248915298799725,24833.2204354037,2.96499999999999,32230.7000000041,33343.0300000038,0.842051282051273,3060,11.7266666666667,1301,18.8333333333333,23762.3333333333,54,"Low usage",64.4142733205262
"1028","1028","Кабардино-Балкарская Республика",2011-10-01,"1028",859552.264306819,99.9054463798989,54.5674466531193,2251.47324956564,107.431676056943,41679.3495088801,0.00261937841509214,25603.5029181597,-1.23700000000001,32230.7000000046,33963.9800000041,-0.418974358974367,3371,11.9633333333333,1404.66666666667,15.0333333333333,26166.3333333333,54,"Low usage",54.7797191254069
"1029","1029","Кабардино-Балкарская Республика",2012-01-01,"1029",859250.000858906,100.616645934779,35.0658163588904,2352.40292945874,107.924537440606,43002.3930660337,0.00273777489326775,25384.7062068897,0.476666666666645,33085.0900000049,34436.5700000041,1.06090909090911,2151,12,1397.33333333333,15.0666666666667,27463,60.8,"High usage",34.8136145122025
"1030","1030","Кабардино-Балкарская Республика",2012-04-01,"1030",859054.295136178,100.99446738282,22.6388376980191,2387.81362963248,108.267867017829,43759.0471626867,0.00277958273301736,25428.9010396258,-0.254444444444459,33393.4900000033,34612.6700000041,0.898181818181811,3085,12.1866666666667,1428,15.6666666666667,29701.3333333333,59.36,"Low usage",22.3017268620401
"1031","1031","Кабардино-Балкарская Республика",2012-07-01,"1031",858965.147138634,101.03891072402,17.2865106705055,2357.70535008685,108.461664788611,43949.3117988393,0.00274480193433875,25736.0874163678,2.04444444444445,33366.650000003,34496.370000004,0.0996969696969785,3617,12.0266666666667,1468.33333333333,15.5666666666667,32731.3333333333,59.64,"High usage",17.2440561749196
"1032","1032","Кабардино-Балкарская Республика",2012-10-01,"1032",858982.556866275,100.749975958381,19.0088352763375,2262.07809082186,108.505930752953,43573.1869744913,0.00263343249723379,26306.2653371159,0.803333333333342,33366.6500000041,34729.5500000043,-0.0363636363636459,4242,12.3033333333333,1455.33333333333,16.1666666666667,36221.3333333333,59.7,"High usage",19.6406024508411
"1033","1033","Кабардино-Балкарская Республика",2013-01-01,"1033",859106.5243191,100.127663085901,27.8058115155151,2100.93185183751,108.400664910854,42630.6726896429,0.00244547442170077,27139.43480187,2.58,35012.2800000046,35123.930000004,0.714857142857127,2849,12.42,1492,15.7333333333333,38214,50.55,"Low usage",29.4913656898045
"1034","1034","Кабардино-Балкарская Республика",2013-04-01,"1034",859091.901572589,100.055672702549,33.2822774052794,2044.49661550876,108.046292609673,42048.8395109369,0.00237981892775011,27554.1286670235,-1.12199999999999,35027.1500000043,35237.5000000041,-0.331999999999979,3961,12.3733333333333,1548.33333333333,15.6666666666667,41684.3333333333,48.8,"Low usage",34.7151247094684
"1035","1035","Кабардино-Балкарская Республика",2013-07-01,"1035",858938.688626742,100.534004808324,35.4382329456304,2092.7723818356,107.442813849409,41827.6874383735,0.00243646601537955,27550.3469325766,-0.311000000000007,35044.460000005,35913.3400000041,-0.0277142857143104,4831,13.1133333333333,1560.66666666667,14.7333333333333,45352.3333333333,49.48,"Low usage",35.3118795098328
"1036","1036","Кабардино-Балкарская Республика",2013-10-01,"1036",858646.885481559,101.562659403226,34.2736781365681,2245.75915081805,106.590228630063,41967.2164719527,0.00261541568459105,27128.0895985292,2.48400000000001,35052.4400000051,35634.1700000042,1.16628571428572,6157,11.2733333333333,1504,18.4666666666667,50042.3333333333,49.75,"Low usage",31.2816300908978
"1037","1037","Кабардино-Балкарская Республика",2014-01-01,"1037",858216.492137039,103.141636487255,29.7886129780925,2503.4569224561,105.488536951635,42467.4266116743,0.00291666793538392,26287.3566648813,-0.449090909090884,36066.6400000055,36553.0300000044,0.0810526315789701,4398,12.37,1539,15.3666666666667,53348.6666666667,43.69,"Low usage",22.6243764526633
"1038","1038","Кабардино-Балкарская Республика",2014-04-01,"1038",858116.537944415,104.140572725965,24.7591417239528,2590.35326212887,105.84044549961,42175.5377255251,0.00301822235488634,26006.5208254695,-0.600000000000009,36110.2700000044,36929.0600000044,-0.389473684210529,5845,12.4333333333333,1591.33333333333,14.6333333333333,58780.3333333333,43.99,"Low usage",18.7917244163047
"1039","1039","Кабардино-Балкарская Республика",2014-07-01,"1039",858347.022903686,104.559468119355,19.185264374149,2506.44816983636,107.645954273987,41091.5498135051,0.00292007894309802,26285.582080294,0.649090909090916,37102.8700000051,37543.6100000044,0.865789473684231,6357,12.47,1636.33333333333,15.0333333333333,64566,49.74,"Low usage",19.783673981822
"1040","1040","Кабардино-Балкарская Республика",2014-10-01,"1040",858907.947014852,104.398322667425,13.0669809286811,2251.74164557858,110.905063274767,39215.4628756142,0.00262223770001996,27124.5404293546,2.47363636363637,37529.9000000052,37789.7000000042,1.20236842105264,7620,13.0466666666667,1618.33333333333,14.3,70587.6666666667,58.13,"Low usage",25.6002251492152
"1041","1041","Кабардино-Балкарская Республика",2015-01-01,"1041",859799.310277915,103.657136370176,6.40429138754903,1826.23368935552,115.617772501949,36547.2769118526,0.00212469862565084,28523.3958726514,1.66499999999998,37634.1500000046,38240.5200000046,0.926666666666662,3170,14.06,1523.33333333333,15,72638.6666666667,62.31,"High usage",36.2413779184843
"1042","1042","Кабардино-Балкарская Республика",2015-04-01,"1042",860519.731471973,102.841807303206,18.9374990164725,1549.93703112408,117.875747192042,35422.2182559751,0.00180125198408161,28933.5797009095,0.115833333333327,37993.9800000046,38593.5100000047,0.371333333333325,3389,13.72,1530.66666666667,15.2,73719,58.86,"Low usage",43.7612878587987
"1043","1043","Кабардино-Балкарская Республика",2015-07-01,"1043",861069.210597027,101.952335466515,50.6666038154636,1422.85167088426,117.678987345046,35840.2869079819,0.00165189777531154,28355.0919141289,0.0383333333333553,38136.4000000052,39647.9000000048,0.27488888888891,4167,13.2933333333333,1554.66666666667,15.5333333333333,76094,59.58,"High usage",48.1599549701584
"1044","1044","Кабардино-Балкарская Республика",2015-10-01,"1044",861447.747653077,100.988720860104,101.591605784522,1444.97760863606,115.027492960962,37801.4828678728,0.00167663599934147,26787.9325123096,0.11333333333333,38415.7600000051,39483.0700000047,0.533777777777757,5191,12.7166666666667,1555.66666666667,15.3,79405,59.81,"High usage",49.4373792525633
"1045","1045","Кабардино-Балкарская Республика",2016-01-01,"1045",861655.342640123,99.9509634839719,171.712504923636,1616.31484437948,109.92126403979,41305.806135648,0.00187546665617163,24232.1014954517,0.35833333333332,38175.450000006,40876.5700000047,0.342272727272714,3983,12.6066666666667,1576,15.3666666666667,82462,51.6,"Low usage",47.5935607060136
"1046","1046","Кабардино-Балкарская Республика",2016-04-01,"1046",861977.843578892,99.0874751399305,216.115862610139,1737.52380092505,106.170266855405,43639.4282238546,0.00201571020529951,22760.7164905277,-0.411666666666662,37978.2100000051,39957.170000005,-0.253181818181844,4596,12.85,1587.66666666667,15.8333333333333,85135.6666666667,45.98,"Low usage",44.1786090049887
"1047","1047","Кабардино-Балкарская Республика",2016-07-01,"1047",862415.250469383,98.3982558279794,234.801678844031,1808.60447827276,103.774501407807,44802.3491324925,0.0020973666467245,22373.7774975378,-0.0666666666666771,37808.270000006,39923.8500000051,0.759318181818173,5055,12.61,1569.66666666667,15.7666666666667,88470,45.82,"Low usage",39.1925241494887
"1048","1048","Кабардино-Балкарская Республика",2016-10-01,"1048",862967.563311596,97.8833055481188,227.769953625323,1829.55687642263,102.733967696998,44794.5688615618,0.00212043598044655,23071.2845164819,0.271666666666661,37841.4000000042,40134.5900000048,0.690000000000012,5676,12.1433333333333,1634.66666666667,16.0333333333333,92338.3333333333,49.16,"Low usage",32.6353061395135
"1049","1049","Кабардино-Балкарская Республика",2017-01-01,"1049",863634.782105531,97.5426243003486,195.020686953991,1800.38099537464,103.048665722976,43616.0874110625,0.00208491820646691,24853.23754736,0.88909090909091,36182.4900000055,37767.2500000051,0.656341463414634,4044,11.79,1606.33333333333,16,94715,32.49,"Low usage",24.5069549750632
"1050","1050","Кабардино-Балкарская Республика",2017-04-01,"1050",864229.356780893,97.5853020811011,216.712705504374,1806.15824480558,103.203078644177,42837.9756820284,0.00208999916390749,26646.3197407671,-0.275454545454551,35679.4200000051,37573.5100000052,-0.4478048780488,5747,11.3366666666667,1665.33333333333,15.9,97956.6666666667,33.4,"Low usage",29.2128325192583
"1051","1051","Кабардино-Балкарская Республика",2017-07-01,"1051",864751.28733768,98.0113388903765,292.846009276446,1846.88862471545,103.1972064606,42460.2336744594,0.00213567885276911,28450.5310967034,1.4409090909091,35421.4100000055,37777.500000005,1.07634146341464,6724,10.55,1692,15.9333333333333,102.333333333333,33.54,"Low usage",46.7529387720988
"1052","1052","Кабардино-Балкарская Республика",2017-10-01,"1052",865200.573775894,98.8207347281747,423.420598270233,1922.57213510426,103.031049172246,42482.8613883556,0.00222195727305204,30265.8716151687,-0.142727272727271,34821.4700000052,37777.5000000051,-0.0382926829268371,8721,9.77,1690,15.9333333333333,108.666666666667,38.19,"Low usage",77.1272737335847
"1053","1053","Кабардино-Балкарская Республика",2018-01-01,"1053",865577.216095534,100.013489594496,608.436472485709,2033.20877597199,102.704606779115,42905.858823717,0.00234883442475593,32092.3412961632,0.313333333333361,26782.2700000064,32130.2600000051,0.0966666666666498,6693,9.81666666666667,1766,16.3333333333333,114,49.57,"Low usage",120.335837403716
"1054","1054","Кабардино-Балкарская Республика",2018-04-01,"1054",865828.186585177,100.173195703226,679.868233178026,2123.77992193028,102.612187110216,43250.5971556788,0.00245285840096743,33191.5926500956,2.2033333333333,26088.5900000057,30972.3200000053,0.783750000000012,8567,9.55,1810,16.4333333333333,121.333333333333,48.74,"Low usage",139.604927910283
"1055","1055","Кабардино-Балкарская Республика",2018-07-01,"1055",865953.485244822,99.2998530543655,637.715880347197,2194.28557297913,102.753790165551,43517.0763842408,0.0025340292016859,33563.625676966,1.22833333333334,25291.4900000053,33499.5900000054,0.395000000000024,9373,9.42666666666667,1807.33333333333,16.6666666666667,130,47.32,"Low usage",134.934545253285
"1056","1056","Кабардино-Балкарская Республика",2018-10-01,"1056",865953.11207447,97.3934616479142,481.97941399321,2244.72572911853,103.129415945118,43705.2965094031,0.00259234682691255,33208.4403767745,0.216666666666669,25878.1500000051,31053.3500000053,0.130416666666662,10117,9.52333333333333,1832.33333333333,16.6333333333333,137.666666666667,46.5,"Low usage",106.324689432722
"1057","1057","Кабардино-Балкарская Республика",2019-01-01,"1057",865827.067074121,94.4540214838722,212.658834116063,2275.10039034848,103.739064448919,43815.2575311658,0.00262781127664524,32126.036749521,-1.30142857142859,22590.5300000068,31778.9500000052,-1.22071428571427,6938,10.08,1839,17.2333333333333,145.666666666667,48.07,"Low usage",53.775360448595
"1058","1058","Кабардино-Балкарская Республика",2019-04-01,"1058",865933.422244333,93.6446368247066,25.507068519388,2313.61009870106,104.215298070872,43952.6016534951,0.00267189247271193,31403.4605988111,0.135714285714272,23604.3100000049,31265.2600000053,0.177142857142854,7134,10.41,1863.33333333333,17.5333333333333,152,49.82,"Low usage",16.8854846755068
"1059","1059","Кабардино-Балкарская Республика",2019-07-01,"1059",866272.177585108,94.9653076704177,-79.4758827968281,2360.25485417627,104.558116810977,44117.3288763911,0.0027245904151118,31040.711924645,1.26428571428573,22782.8000000047,30439.5800000052,1.07214285714285,8137,9.90333333333333,1893.66666666667,17.6333333333333,156.666666666667,50.35,"Low usage",-4.34493788654233
"1060","1060","Кабардино-Балкарская Республика",2019-10-01,"1060",866843.333096444,98.4160340210053,-102.290019832573,2415.03465677411,104.767520669234,44309.4391998539,0.00278590510384552,31037.7907270225,0.0428571428571587,23254.2800000051,30439.5800000052,0.0414285714285825,9910,9.29333333333333,1908.33333333333,17.7333333333333,163.333333333333,38.04,"Low usage",-9.91590723755248
"1061","1061","Кабардино-Балкарская Республика",2020-01-01,"1061",867646.888778342,103.996815876469,-42.9353425878466,2477.94950649458,104.843509645642,44528.9326238833,0.00285583653891242,31394.6970059438,0.454000000000022,29677.9800000063,40531.6100000051,0.324666666666673,7970,8.95,1970.33333333333,17.9,169,25.32,"Low usage",0.172576622476374
"1062","1062","Кабардино-Балкарская Республика",2020-04-01,"1062",868249.555539765,108.182402268068,1.58066534570424,2525.13564378493,104.900501377949,44693.5526919054,0.00290828511521291,31662.3767151347,-2.78499999999998,30219.3300000057,42959.3000000054,-0.896333333333317,7916,7.90666666666667,1915.66666666667,17.5666666666667,175,23.48,"Low usage",7.73893951749803
"1063","1063","Кабардино-Балкарская Республика",2020-07-01,"1063",868651.333380714,110.9727931958,31.2580039680795,2556.59306864516,104.938495866154,44803.2994039202,0.00294325083274627,31840.8298545954,-1.97700000000002,32163.1400000052,44085.8900000056,-0.64500000000001,13427,7.26333333333333,2026.33333333333,17.9333333333333,186.333333333333,24.95,"Low usage",12.7831814475125
"1064","1064","Кабардино-Балкарская Республика",2020-10-01,"1064",868852.222301189,112.367988659666,46.0966732792671,2572.32178107528,104.957493110256,44858.1727599275,0.00296073369151273,31930.0564243257,0.939000000000007,32035.9200000063,44637.2300000055,0.299333333333323,14272,7.32333333333333,2113.66666666667,18.2666666666667,198.666666666667,40.57,"Low usage",15.3053024125197
"1065","1065","Калининградская область",2002-01-01,"1065",955480.238653106,120.753987285432,344924.660551853,1382.63036663737,108.688894765244,42710.7644528352,0.00144707713613935,7529.89715257371,0.501111111111101,5817.28000000283,8529.5000000028,0.473809523809535,1820,14.2666666666667,1108.33333333333,18.1,33251,57,"Low usage",283.595188934893
"1066","1066","Калининградская область",2002-04-01,"1066",955467.743191861,120.800392371259,318203.996331112,1385.17821998242,109.509336859146,42434.2946717008,0.00144975298690844,7863.93829154411,2.05777777777779,5117.12000000292,8875.94000000284,0.529999999999987,1594,14.46,1108.33333333333,16.3666666666667,17336,61,"High usage",281.406313360935
"1067","1067","Калининградская область",2002-07-01,"1067",955442.752269372,120.893202542913,264762.66788963,1390.27392667251,111.15022104695,41881.355109432,0.00145510468844546,8532.02056948493,3.49555555555554,10045.910000003,9358.43000000285,1.15714285714286,617,13.3133333333333,1450.66666666667,16.5333333333333,18622.3333333333,54,"Low usage",277.028562213021
"1068","1068","Калининградская область",2002-10-01,"1068",955405.265885638,121.032417800393,184600.675227408,1397.91748670765,113.611547328657,41051.9457660288,0.00146313224075108,9534.14398639615,3.61999999999999,8083.86000000278,9973.26000000271,1.1845238095238,678,14.12,1739.33333333333,17.4666666666667,47169.3333333333,60,"High usage",270.461935491149
"1069","1069","Калининградская область",2003-01-01,"1069",955355.284040659,121.2180381437,77718.0183444452,1408.10890008783,116.893315704265,39946.0666414912,0.00147383564382553,10870.3085422778,9.61444444444447,8413.81000000303,11146.1400000029,6.78976190476189,744,11.57,641.666666666667,11.7,24641.3333333333,58.91,"Low usage",261.706433195319
"1070","1070","Калининградская область",2003-04-01,"1070",954830.377686403,122.873071023543,3989.18825348227,1415.34190540477,118.504696772802,40243.2040100199,0.0014822355675326,11939.4469477192,2.93555555555554,9687.14000000309,11161.730000003,1.74952380952384,1132,14.6966666666667,780.333333333333,13.0666666666667,24641.3333333333,61,"High usage",264.96165899886
"1071","1071","Калининградская область",2003-07-01,"1071",953830.546822867,125.997516439921,-36585.8150454806,1419.61650265846,118.445690534268,41943.3578716149,0.00148833201187386,12741.5592027205,2.88222222222224,11538.7300000033,11504.0300000032,1.12285714285716,617,14.1966666666667,1127,19.2,6796,59.64,"High usage",280.227612901769
"1072","1072","Калининградская область",2003-10-01,"1072",952355.791450053,130.591374392834,-44006.9915524434,1420.9326918489,116.716296988663,45046.5282262761,0.00149212497684775,13276.6453072816,5.55666666666667,11257.0400000031,11689.940000003,1.87309523809523,860,14.4066666666667,780.333333333333,18.8333333333333,9373.33333333333,59.64,"High usage",307.504294904049
"1073","1073","Калининградская область",2004-01-01,"1073",950406.11156796,136.654644882282,-18274.3412674061,1419.29047297609,113.316516135987,49552.7150740037,0.00149361446245515,13544.7052614025,16.9222222222222,13333.4400000031,11320.110000003,8.63,2294,14.12,2468.33333333333,18.7333333333333,47287.6666666667,56,"Low usage",346.791705005697
"1074","1074","Калининградская область",2004-04-01,"1074",948618.594987937,137.586095125149,-525.864646428444,1409.71739623653,111.129997340522,53058.8438971132,0.00148628621850608,13644.4471384898,2.47666666666666,12852.1900000034,11492.3400000032,1.18636363636362,501,14.1966666666667,1108.33333333333,20.6666666666667,16985.6666666667,58,"Low usage",369.469987044078
"1075","1075","Калининградская область",2004-07-01,"1075",946993.241709983,133.385725121433,9238.4383104897,1392.2134616302,110.156740602267,55564.9146956047,0.00147014024500175,13575.8709385434,5.78444444444442,14096.1000000032,11737.0000000031,1.11227272727274,326,13.8966666666667,1450.66666666667,18.0666666666667,8649.33333333333,61,"High usage",375.539141019189
"1076","1076","Калининградская область",2004-10-01,"1076",945530.0517341,124.053534871134,11018.5676033483,1366.77866915712,110.396745921222,57070.9274694783,0.00144517654194142,13338.9766615634,6.75111111111113,15189.6800000036,11903.0000000034,4.64590909090909,431,13.7366666666667,1450.66666666667,17.9333333333333,18179.3333333333,59.16,"Low usage",364.999166931032
"1077","1077","Калининградская область",2005-01-01,"1077",944229.025060287,109.589524374254,4814.5232321473,1333.41301881727,111.850013297388,57576.8822187338,0.00141139510932692,12933.7643075497,-1.83888888888886,16038.6700000035,13125.2800000034,4.65181818181817,519,13.3133333333333,780.333333333333,15.7333333333333,17390,53.97,"Low usage",337.850064779607
"1078","1078","Калининградская область",2005-04-01,"1078",942856.204366645,100.8481104258,528.296190808394,1365.90155115442,112.423314928899,58559.5534823215,0.00144812252842272,12864.1736429243,1.93333333333334,15598.6400000036,13244.5800000034,1.76863636363638,1477,14.72,1108.33333333333,17.2333333333333,17336,44,"Low usage",313.050398007194
"1079","1079","Калининградская область",2005-07-01,"1079",941411.589653176,97.8292930257726,-1840.11352066842,1464.24426616856,112.116650815755,60018.9412602415,0.00155535879923113,13130.2046676871,-0.0466666666666526,15647.4200000039,13524.1900000036,1.8184090909091,726,14.12,1108.33333333333,19.5333333333333,17463,41,"Low usage",290.600166613793
"1080","1080","Калининградская область",2005-10-01,"1080",939895.180919878,100.533072174172,-2290.70590228314,1628.4411638597,110.930020957956,61955.0455524936,0.00173310392175126,13731.8573818381,9.77555555555554,15677.1600000037,13716.1200000036,5.98340909090906,1765,14.6966666666667,1641,16.4333333333333,42947.3333333333,49,"Low usage",270.499370599405
"1081","1081","Калининградская область",2006-01-01,"1081",938306.978166753,108.959447870999,-823.480954035787,1858.49224422783,108.863425355502,64367.8663590779,0.00198135789598341,14669.1317853774,1.07777777777778,18069.3200000039,15764.9100000037,1.85659090909093,437,13.95,780.333333333333,18.0666666666667,6834.66666666667,54.81,"Low usage",252.74800996403
"1082","1082","Калининградская область",2006-04-01,"1082",936978.505798801,118.67021900133,199.717406877846,1979.51577868394,107.57541697232,67562.1608807779,0.0021128242521242,15578.3888326421,3.39333333333333,18582.4000000038,15734.8200000035,3.94454545454545,785,14.2666666666667,1502.33333333333,17.9666666666667,39963.3333333333,53,"Low usage",251.464261724268
"1083","1083","Калининградская область",2006-07-01,"1083",935909.76381602,129.665385565165,778.889180457757,1991.51176722805,107.065995808408,71537.9291175937,0.00212750299017241,16459.6285236321,5.73999999999998,18290.6600000041,17050.3400000039,3.25249999999998,575,14.1966666666667,1739.33333333333,17.7333333333333,45232,56.84,"Low usage",266.648125880119
"1084","1084","Калининградская область",2006-10-01,"1084",935100.752218412,141.944947562504,914.034366703947,1894.48020986014,107.335161863768,76295.1710695252,0.00202539411012847,17312.8508583475,0.281111111111088,20679.5100000041,18240.0500000041,2.26499999999999,506,14.2666666666667,1108.33333333333,18.1,14347,59.16,"Low usage",298.299602431583
"1085","1085","Калининградская область",2007-01-01,"1085",934551.471005977,155.508904993348,605.152965616414,1688.42110658021,108.382915138399,81833.8867365725,0.00180649761199262,18138.0558367883,-0.21555555555554,36234.5300000047,24213.9700000042,1.5515909090909,1094,11.57,592.666666666667,6.1,22469.3333333333,68.69,"High usage",346.418691378661
"1086","1086","Калининградская область",2007-04-01,"1086",934243.170118611,160.502925968346,381.899218935194,1658.22902263615,109.744850392891,86593.9251730259,0.00177507981360647,19481.7154934492,1.52111111111111,37701.6000000046,25220.8400000042,2.47613636363637,966,14.4066666666667,1607.33333333333,15.9666666666667,22472.6666666667,57,"Low usage",369.458850406027
"1087","1087","Калининградская область",2007-07-01,"1087",934175.849556315,156.927010487499,244.273126660284,1803.90395802796,111.420967627246,90575.2863788855,0.0019311407149683,21343.8298283303,6.13000000000001,38438.3800000046,26256.5800000044,6.41000000000001,1594,13.3133333333333,1108.33333333333,16.1666666666667,30909.3333333333,61,"High usage",367.420079513684
"1088","1088","Калининградская область",2007-10-01,"1088",934349.509319088,144.781158550806,192.274688791686,2125.44591275563,113.411266841463,93777.9703541512,0.00227468031608036,23724.3988414315,2.96999999999998,38996.0900000045,26520.1600000043,-0.996363636363625,386,13.7366666666667,650.333333333333,15.4333333333333,18973.3333333333,57,"Low usage",340.302378701629
"1089","1089","Калининградская область",2008-01-01,"1089",934764.149406929,124.065370158268,225.9039053294,2622.85488681917,115.715748035542,96201.9770988232,0.00280569861694143,26623.422532753,6.37888888888891,42615.3200000049,37534.4700000046,4.84522727272726,212,13.8966666666667,1367,17.5,4547.33333333333,44,"Low usage",288.105747969863
"1090","1090","Калининградская область",2008-04-01,"1090",935143.145679293,108.204906737945,237.95402981312,2957.07252171692,116.651241298956,96605.6618416754,0.00316215793389039,28666.4629961803,4.84222222222225,43762.0200000047,38160.3200000045,4.72431818181819,726,14.1966666666667,1073.66666666667,17.0333333333333,30631.3333333333,61,"High usage",240.944796489212
"1091","1091","Калининградская область",2008-07-01,"1091",935486.498136179,97.1997682898385,228.425062242863,3128.09881744886,116.217746631707,94989.0245827081,0.00334405826692702,29853.5202317135,4.11444444444444,45608.3800000049,40869.3400000046,2.55931818181816,581,14.46,1252.33333333333,18.1666666666667,18179.3333333333,62.07,"High usage",198.819524259675
"1092","1092","Калининградская область",2008-10-01,"1092",935794.206777588,91.049954813947,197.317002618613,3135.93377401501,114.415264033794,91352.065321921,0.00335139961605257,30184.5942393526,2.53888888888891,44833.160000005,40116.0800000045,-0.360000000000014,431,13.95,1089,16.3333333333333,10765.3333333333,55.53,"Low usage",161.729931281252
"1093","1093","Калининградская область",2009-01-01,"1093",936066.271603518,89.755466310271,144.62985094037,2980.57739141535,111.243793505216,85694.7840593143,0.00318418198126564,29659.6850190976,3.95666666666668,49979.5000000048,42442.6600000047,3.16611111111111,92,15.14,1421.66666666667,18.2666666666667,3904.66666666667,67,"High usage",129.676017553943
"1094","1094","Калининградская область",2009-04-01,"1094",936393.788892482,89.8234843846921,107.9430498934,2795.40388180935,108.873687891699,82142.8004170004,0.00298518220287769,29415.8433233565,-7.37666666666664,49662.670000005,42001.9900000047,-1.71750000000002,153,14.3066666666667,1206,16.4666666666667,3925.33333333333,61.99,"High usage",107.224045041442
"1095","1095","Калининградская область",2009-07-01,"1095",936776.75864448,91.2540090372104,87.2565994777022,2580.41324519699,107.304947193241,80696.1143949795,0.00275440028088658,29453.0691521293,0.436666666666682,48295.080000005,39826.8900000048,1.75777777777776,142,14.31,1165,16.6666666666667,3940,68,"High usage",94.3740137437493
"1096","1096","Калининградская область",2009-10-01,"1096",937215.180859513,94.0470402678257,82.5704996932768,2335.60548157828,106.537571409844,81354.7259932514,0.00249183621529402,29771.362505416,5.49666666666668,45801.0100000051,37330.9000000047,0.184444444444438,204,14.4133333333333,1374,15.9666666666667,3983.33333333333,50.02,"Low usage",91.1259236608646
"1097","1097","Калининградская область",2010-01-01,"1097",937709.055537579,98.2025780765381,93.8847505401084,2060.98059095323,106.571560541506,84118.6352118162,0.00219749000609866,30370.7233832167,8.31777777777776,39716.5600000051,37347.2100000048,1.18999999999998,146,12.3333333333333,1300.33333333333,15.4666666666667,4002.33333333333,45,"Low usage",97.4797747927879
"1098","1098","Калининградская область",2010-04-01,"1098",938276.183193773,101.335761969408,107.296550663165,1809.93839832191,106.644531977569,87172.3270367786,0.00192862253509788,31014.5783810502,0.360000000000014,39797.2600000051,37664.6200000049,4.75090909090908,229,12.3366666666667,1367,15.8666666666667,4042.33333333333,41,"Low usage",107.469405328442
"1099","1099","Калининградская область",2010-07-01,"1099",938916.563828095,103.446591946435,122.805900062446,1582.47890368433,106.756485718031,90515.8014681386,0.00168523380229123,31702.9274989166,0.212222222222238,40077.490000005,37806.2400000048,2.43613636363636,261,12.7066666666667,1455.66666666667,15.9,4106,45,"Low usage",121.094815267827
"1100","1100","Калининградская область",2010-10-01,"1100",939630.197440544,104.535068007619,140.412798737936,1378.60210704049,106.907421762893,94149.0585058962,0.00146732380767789,32435.7707368158,0.362222222222229,40278.340000005,37928.5800000048,1.77568181818182,373,12.6733333333333,1037.66666666667,15.9666666666667,4068.66666666667,48,"Low usage",138.356004610942
"1101","1101","Калининградская область",2011-01-01,"1101",940417.084031121,104.60119015296,160.117246689651,1198.3080083904,107.097340112155,98072.0981500514,0.00127489255125892,33213.108094748,4.23499999999999,36510.7900000052,31684.5900000049,4.3355882352941,293,11.9633333333333,1370.33333333333,16.2,4280,44,"Low usage",159.252973357789
"1102","1102","Калининградская область",2011-04-01,"1102",941294.205054902,104.611162949913,182.232127195075,1182.4671655742,107.058371406998,101265.912353152,0.00125664737758216,33553.9998000216,1.11400000000002,38933.7600000052,34315.4500000047,1.78235294117647,492,12.19,1380,15.1333333333333,4531.66666666667,40,"Low usage",182.190571513412
"1103","1103","Калининградская область",2011-07-01,"1103",942261.560511888,104.564986398476,206.757440254224,1331.07957859189,106.790515647421,103730.501115199,0.00141258828664885,33458.4458526365,6.167,39853.1100000053,34798.3800000047,3.19147058823529,434,11.92,1520.33333333333,15.8666666666667,4689.33333333333,44,"Low usage",207.168799077812
"1104","1104","Калининградская область",2011-10-01,"1104",943319.150402078,104.46266049865,233.693185867082,1644.14524744347,106.293772833425,105465.864436192,0.00174271527845746,32926.4462525929,0.614000000000004,40087.4900000053,35078.4500000048,0.730588235294093,730,11.5366666666667,1394.66666666667,14.9666666666667,4951,44,"Low usage",234.187656050988
"1105","1105","Калининградская область",2012-01-01,"1105",944466.974725473,104.304185250435,263.03936403365,2121.66417212894,105.568142965009,106472.00231613,0.00224702835300824,31958.0009998907,3.19454545454545,41490.4000000052,40180.7600000049,1.02708333333335,476,11.8266666666667,1492,14.8666666666667,5335.66666666667,40.54,"Low usage",263.247142432942
"1106","1106","Калининградская область",2012-04-01,"1106",945857.714564641,104.159121050975,266.122089687299,2525.60607315155,105.162633831639,106720.908171735,0.0026711975067514,31363.8224988535,0.877272727272739,42131.4900000055,41484.9500000051,0.451875000000015,666,11.6333333333333,1505,14.9666666666667,5949.33333333333,45.47,"Low usage",266.132080012547
"1107","1107","Калининградская область",2012-07-01,"1107",947491.369919581,104.02746790027,242.941362828027,2855.97095051129,105.077245433315,106212.582003004,0.00301522273968538,31143.9107494812,2.31727272727275,42584.6800000055,41766.050000005,1.09520833333333,789,12.0533333333333,1501,14.2333333333333,6627.33333333333,43.41,"Low usage",242.842468789802
