brand,sales,price,boston,date,addv,bd1,bd2,bd3,bd4,bd5,bd6,bd7,bd8,bd9,bd10,bd11,bd12,bd13,bd14,bd15,bd16,bd17,bd18,bd19,bd20,bd21,bd22,bd23,bd24,bd25,dd1,dd2,dd3,dd4,dd5,dd6,dd7,dd8,dd9,dd10,dd11,dd12,dd13,dd14,dd15,dd16,dd17,dd18,dd19,dd20,y,qavgp,p_SF,p_BS,p_rSF,p_rNE,sfdum
1006,1305208.125,0.204470292,0,911,5.26426506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.051929951,0.183775201,0.204470292,0.18483831,0.201123625,0.181160063,1
1006,1460085,0.16934146,1,883,6.070150852,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.397131443,0.161894113,0.201240733,0.16934146,0.196157604,0.164376572,0
1006,1590313,0.18483831,1,911,5.130074024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.638171911,0.17993398,0.204470292,0.18483831,0.201123625,0.181160063,0
1006,1171723,0.197165295,0,882,7.253558636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.908137798,0.179416254,0.197165295,0.16865845,0.19414869,0.161388874,1
1006,1466565,0.176755264,1,892,6.294466019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.274782896,0.169539154,0.206351846,0.176755264,0.202598602,0.171343178,0
1006,1101230,0.202593982,0,884,4.289263725,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.035905838,0.18410489,0.202593982,0.161986694,0.197521448,0.159368664,1
1006,1150747,0.200441614,0,922,4.517755508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-4.197502136,0.185975105,0.200441614,0.162978068,0.200977847,0.164951921,1
1006,1219364,0.191526085,0,881,5.351500034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.839280844,0.176659465,0.191526085,0.165755525,0.188302651,0.161065131,1
1006,1157200,0.198816359,0,914,4.164787769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-4.188837051,0.180816263,0.198816359,0.165898964,0.197117895,0.168522686,1
1006,1330357,0.182862371,1,901,4.454014301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.695140839,0.185206309,0.208608955,0.182862371,0.205797315,0.184620321,0
