"year","make","model","trim","body","transmission","vin","state","condition","odometer","color","interior","seller","mmr","sellingprice","saledate"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k28el313807","tn","4.4",13279,"—","gray","avis budget group","12750",12200,"Thu Mar 05 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f24el179386","tn","5",9309,"—","black","ford motor credit company,llc","12600",12900,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f28el296064","ga","4.3",10674,"black","gray","wells fargo dealer services","12400",12300,"Thu Feb 12 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k20el302946","tn","5",12049,"red","black","avis budget group","12800",13300,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f23el318892","tn","4.8",12888,"red","gray","avis budget group","12450",12400,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f27el314411","tn","4.8",13351,"white","gray","avis budget group","12450",12400,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xel296797","tn","5",16575,"white","black","avis budget group","12650",12400,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f27el324291","fl","3",17042,"red","black","remarketing by ge/north american fleet sales inc","12300",11000,"Wed Feb 11 2015 01:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xel307538","tn","3.6",15830,"—","gray","avis budget group","12700",12000,"Thu Mar 05 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f26el183679","tx","4.3",14455,"white","—","san antonio credit union","12350",11900,"Wed Feb 11 2015 02:05:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k26el307505","tn","4.9",15912,"—","black","avis budget group","12650",12300,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f28el215242","nj","4.9",714,"black","black","ford motor credit company,llc","12750",13800,"Wed Feb 11 2015 01:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k21el307623","tn","4.8",17170,"white","gray","avis budget group","12650",12200,"Thu Mar 05 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k27el172325","pa","4.6",20113,"white","black","c & b motors","12400",11500,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f26el296127","wi","2.9",22885,"silver","gray","wheels exchange llc","12100",11500,"Wed Feb 25 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f29el307069","tn","4.9",19234,"—","gray","avis budget group","12250",12400,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k29el296743","tn","4.9",17755,"red","black","avis budget group","12600",12300,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k23el119301","tn","3.8",19249,"red","black","harold mathews nissan inc","12500",12600,"Wed Feb 25 2015 02:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xel302954","tn","4.7",17564,"burgundy","gray","avis budget group","12600",12200,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f20el160155","il","4.4",27495,"gray","black","ford-lincoln dealer program","11950",12000,"Thu Mar 05 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f28el307435","tn","4.6",18905,"—","gray","avis budget group","12250",11800,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k27el213892","wi","2.8",28026,"black","beige","wheels exchange llc","12150",11400,"Wed Feb 25 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f26el314478","tn","5",19271,"red","gray","avis budget group","12250",11900,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xel307586","tn","5",19526,"—","gray","avis budget group","12550",12500,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k28el302984","fl","3.4",23857,"—","gray","avis budget group","12300",11100,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f2xel171440","tx","4.3",34746,"gray","gray","ars/avis budget group","11700",11500,"Wed Feb 18 2015 01:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f23el214029","tx","4",38215,"red","black","avis corporation","11700",12000,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f27el151372","tx","4",38035,"gray","gray","avis corporation","11750",12200,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f23el151241","tx","4.7",37149,"red","black","avis corporation","11750",11600,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f2xel145615","tx","4",37691,"black","black","ars/avis budget group","11600",12700,"Wed Feb 18 2015 01:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xel158323","tx","4.2",39594,"white","black","avis corporation","11750",12000,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f24el113162","mn","3.9",38073,"silver","black","ars/avis budget group","11600",12100,"Wed Feb 18 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k23el145039","ca","3.7",40907,"red","black","enterprise vehicle exchange/orange","11650",10800,"Wed Feb 18 2015 04:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k24el151271","mi","4.3",36524,"red","black","ars/avis budget group","11850",12800,"Thu Feb 19 2015 01:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f24el171403","tx","3.8",34384,"red","black","avis corporation","11750",12000,"Wed Feb 25 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f25el238686","co","3.5",91999,"white","black","meridian remarketing","10800",9500,"Tue Mar 03 2015 04:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f27dl176349","il","3.5",33075,"white","black","ford motor credit company,llc","10750",10000,"Thu Feb 12 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k27dl174901","fl","4.5",22495,"red","—","ford motor credit company,llc","11900",12400,"Fri Feb 13 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl259861","fl","4.9",21167,"red","beige","ford motor credit company,llc","11250",11500,"Fri Feb 13 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k23dl303121","pa","2",35012,"silver","black","avis corporation","11150",10700,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k27dl210358","mn","3.7",29216,"—","beige","ford motor credit company,llc","11600",11100,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl318469","il","3.6",18274,"gray","black","ford motor credit company,llc","11450",10600,"Thu Feb 12 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f27dl233195","il","3.9",20870,"black","gray","ford motor credit company,llc","11300",10500,"Thu Feb 12 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k21dl214020","ca","4.3",33372,"gray","black","avis corporation","11450",11900,"Tue Feb 10 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f24dl219707","mi","2.1",21253,"silver","gray","ford motor credit company,llc","11300",8800,"Thu Feb 12 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f22dl220127","mi","4.9",23819,"white","black","ford motor credit company,llc","11200",11400,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f22dl231256","fl","4",12235,"white","tan","gm financial","11700",11800,"Wed Feb 11 2015 01:15:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f24dl283052","il","2",27197,"black","black","ally","11000",9300,"Thu Feb 12 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k28dl303437","tx","4.3",35805,"white","tan","avis corporation","11300",11200,"Wed Feb 11 2015 02:15:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k27dl136987","pa","2.8",32955,"black","black","ford motor credit company,llc","11450",9100,"Wed Feb 11 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k20dl130481","pa","4.7",9892,"blue","black","ford motor credit company,llc","12400",13400,"Wed Feb 11 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f21dl232351","pa","4.2",24250,"black","black","ford motor credit company,llc","11150",10500,"Wed Feb 11 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","manual","1fadp3f24dl269233","ny","3.4",21550,"gray","black","ford motor credit company,llc","11300",8500,"Wed Feb 11 2015 01:20:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f2xdl276459","il","3.5",24501,"blue","gray","ford motor credit company,llc","11150",11000,"Thu Feb 12 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f22dl259767","fl","4.9",20544,"gray","—","ford motor credit company,llc","11300",11800,"Fri Feb 13 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","manual","1fadp3k21dl108229","wa","4.3",29610,"red","black","ford motor credit company,llc","11600",12700,"Wed Feb 11 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f29dl289414","il","4.7",21015,"black","beige","ford motor credit company,llc","11300",10900,"Thu Feb 12 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f23dl243075","il","4.6",34438,"white","black","ford motor credit company,llc","10700",11600,"Thu Feb 19 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f27dl106138","mi","3.7",20069,"silver","black","ford motor credit company,llc","11350",12500,"Thu Feb 12 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl233091","il","3.9",21181,"gray","black","ford motor credit company,llc","11300",10200,"Thu Feb 12 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f21dl213136","mi","4.2",53511,"red","black","dtg operations inc","9800",9600,"Thu Feb 12 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl213228","ca","3.6",53433,"gray","black","dtg operations inc","9775",10100,"Wed Feb 18 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f21dl185046","ca","2.9",52763,"silver","black","the hertz corporation","9800",9800,"Wed Feb 18 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k26dl298299","mn","3.7",37504,"gray","black","ars/avis budget group","11250",10900,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","Titanium","Hatchback","automatic","1fadp3n21dl190796","wa","4.5",55205,"white","black","ford motor credit company,llc","12700",13700,"Wed Feb 11 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f27dl266875","tn","3.5",57213,"—","black","dtg operations inc","9600",9400,"Wed Feb 18 2015 02:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k27dl278336","mi","4.4",57587,"gray","black","the hertz corporation","10050",10000,"Thu Feb 26 2015 02:15:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f27dl213447","ut","2",54175,"gray","black","dtag tra","8950",4800,"Wed Jun 03 2015 06:00:00 GMT-0700 (PDT)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f28dl247090","ca","4.2",53698,"red","black","dtg operations inc","9800",9800,"Wed Feb 11 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k28dl272951","or","4.3",37736,"red","black","avis corporation","11300",11500,"Tue Feb 10 2015 04:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f24dl308824","ne","3.7",41269,"gray","black","enterprise vehicle exchange/davenport","10350",12000,"Thu Feb 12 2015 02:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f27dl241765","wi","1.9",49222,"gray","black","remarketing by ge/manheim milwaukee","10000",7500,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k28dl226990","ca","3.5",38929,"gray","black","bmw alphera/alphera financial services","11200",11400,"Wed Feb 11 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f24dl242985","il","4.1",42243,"gray","gray","ford motor credit company,llc","10300",9500,"Thu Feb 12 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl315175","mi","3.8",51073,"black","black","dtg operations inc","9900",10100,"Thu Feb 12 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k24dl303189","mi","4.1",40550,"red","gray","ars/avis budget group","11050",10400,"Thu Feb 19 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl235060","ca","4.4",13180,"white","black","ford motor credit company,llc pd","11700",12700,"Thu Feb 19 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f27dl221998","ca","4.5",26779,"black","black","ford motor credit company,llc pd","11050",11500,"Thu Feb 19 2015 12:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl233513","mi","4.9",20796,"black","gray","kevins marysville auto sales inc","11350",11900,"Thu Feb 19 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","S","Sedan","automatic","1fadp3e20dl144764","mo","4.6",22471,"black","black","ford motor credit company,llc","9550",10300,"Tue Feb 17 2015 03:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f23dl241164","fl","4.8",19984,"white","black","ford motor credit company,llc","11300",11900,"Fri Feb 13 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f21dl349900","va","4.9",12280,"black","gray","arcadia motors inc","11700",12600,"Thu Feb 12 2015 01:05:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k25dl112509","fl","4.3",17159,"—","gray","ford motor credit company,llc pd","12100",12100,"Wed Feb 18 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl275302","fl","4.4",19419,"—","gray","ford motor credit company,llc","11400",10500,"Wed Feb 18 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f20dl209398","mo","4.5",15502,"black","black","ford motor credit company,llc","11500",12200,"Tue Feb 17 2015 03:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f20dl186088","fl","4.6",27812,"—","black","ford motor credit company,llc pd","11000",12200,"Wed Feb 18 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f21dl294574","fl","4.8",18488,"—","gray","ford motor credit company,llc pd","11450",11100,"Wed Feb 18 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f2xdl211272","ca","2.7",25285,"gray","gray","gm financial","11100",10000,"Wed Feb 11 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f24dl249824","tn","5",5548,"gray","beige","ford motor credit company,llc","12100",13300,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl106428","mi","4.2",23708,"gray","gray","tdaf remarketing","11200",10600,"Thu Feb 12 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k25dl114843","mo","4.3",17327,"silver","black","ford motor credit company,llc","12100",13600,"Tue Feb 17 2015 03:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k22dl232994","mo","4.5",7961,"gray","black","ford motor credit company,llc","12550",13300,"Tue Feb 17 2015 03:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl158666","ca","4.8",15783,"white","black","ford motor credit company,llc pd","11600",12200,"Thu Feb 19 2015 12:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f22dl221942","ca","3.7",18355,"red","black","ford motor credit company,llc pd","11450",12400,"Thu Feb 19 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl264020","ca","3.7",27018,"silver","black","ford motor credit company,llc pd","11050",11300,"Thu Feb 19 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k24dl259937","fl","4.5",20391,"—","black","ford motor credit company","11900",9500,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","S","Sedan","automatic","1fadp3e22dl143289","oh","4.3",15015,"white","black","ford motor credit company,llc","10350",10700,"Tue Feb 10 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k20dl342233","sc","1",25091,"silver","gray","hertz/tra","11800",4100,"Thu Feb 12 2015 00:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f27dl124364","ca","4.2",15370,"gray","black","ford motor credit company,llc pd","11600",12100,"Thu Feb 19 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl221983","ca","3.2",19027,"black","black","ford motor credit company,llc pd","11450",10700,"Thu Feb 19 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f2xdl164986","pa","2.9",39166,"gray","black","merchants automotive group","10500",8700,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl159316","pa","1.9",48691,"gray","black","ars/merchants automotive group","10050",9000,"Wed Feb 11 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl262159","mo","4.4",31170,"gray","black","ford motor credit company,llc","10850",10900,"Wed Feb 18 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f23dl309320","ca","2",48887,"white","black","fox rent a car tra","10050",3000,"Tue Feb 10 2015 05:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl205461","ca","3.4",32780,"black","black","avis corporation","10750",11400,"Tue Feb 17 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k20dl214378","ca","2.9",42589,"red","black","avis corporation","11000",11800,"Thu Feb 12 2015 03:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f29dl376133","ca","1.9",35381,"black","black","enterprise veh exchange/rental","10650",8200,"Wed Feb 11 2015 07:05:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xdl125644","fl","3.7",48337,"red","gray","avis corporation","10800",10600,"Wed Feb 11 2015 01:15:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl326975","tx","1.9",43191,"blue","gray","santander consumer","10300",9800,"Wed Feb 11 2015 02:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f2xdl291060","ca","3.9",42041,"red","black","enterprise veh exchange/rental","10350",11100,"Thu Feb 12 2015 03:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f21dl164990","pa","3.8",45095,"gray","black","merchants automotive group","10200",8500,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","","1fadp3f22dl342373","pa","3.3",46067,"silver","black","enterprise veh exchange/rental","10150",10800,"Fri Feb 20 2015 09:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k28dl224267","ca","3.3",54071,"red","black","avis rac/san leandro","10550",10700,"Wed Feb 11 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f29dl163005","oh","1.9",38853,"white","tan","ford motor credit company,llc","10500",9200,"Tue Feb 10 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f21dl164987","pa","2.9",41276,"gray","black","merchants automotive group","10400",7800,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","","1fadp3f25dl292245","pa","3.9",35001,"gray","black","avis corporation","10750",10800,"Fri Feb 27 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f21dl261476","oh","4.2",52777,"black","black","colonial auto sales","9850",9350,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl342554","or","4.8",30781,"silver","black","gladstone mitsubishi","10900",11900,"Tue Feb 10 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f29dl164980","pa","3.8",48612,"gray","black","ars/merchants automotive group","10050",9200,"Wed Feb 11 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f23dl164988","pa","1.9",48602,"silver","gray","ars/merchants automotive group","10050",9000,"Wed Feb 25 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k20dl336478","la","4.5",45169,"red","black","enterprise veh exchange/rental","10850",10600,"Wed Feb 18 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","","1fadp3k27dl354640","nc","3.2",36115,"silver","black","automotive 360 inc","11350",11000,"Tue Feb 10 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k21dl303053","tx","3.6",50278,"silver","black","avis corporation","10650",10700,"Wed Feb 18 2015 02:15:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f22dl177666","ca","3.8",37946,"red","black","ford motor credit company,llc","10550",10300,"Thu Feb 19 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xdl267573","wa","3.6",45707,"gray","gray","avis corporation","10900",11400,"Wed Feb 11 2015 04:55:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f24dl268163","ca","2.8",36863,"gray","black","avis corporation","10600",10900,"Wed Feb 11 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f27dl337251","ne","4.1",37117,"black","black","enterprise vehicle exchange/davenport","10550",12700,"Thu Feb 12 2015 02:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f27dl159387","fl","3.7",62027,"red","black","tdaf remarketing","9350",9800,"Tue Feb 17 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl133038","tx","3",24400,"black","black","remarketing by ge/manheim san antonio","11150",8600,"Tue Feb 10 2015 16:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl266566","ca","4.4",56306,"white","black","fox rent a car","9675",9900,"Tue Feb 10 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k23dl325541","mo","3.3",58246,"red","gray","the hertz corporation","10350",10300,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f22dl152637","mo","3.9",63180,"white","black","the hertz corporation","9375",9300,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f22dl286127","mn","4.2",53090,"—","gray","dtg operations inc","9825",9400,"Wed Feb 25 2015 02:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","Titanium","Hatchback","","1fadp3n28dl168102","pa","3.5",40543,"black","black","ford-lincoln dealer program","13550",13100,"Fri Feb 13 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","S","Sedan","automatic","1fahp3e26cl433471","fl","1",30658,"gray","black","gm financial","8525",6100,"Wed Feb 11 2015 01:15:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f21cl369631","pa","3.7",11854,"gray","black","ford motor credit company,llc","11000",11300,"Fri Feb 13 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f28cl384773","tn","3.9",40664,"—","gray","ford-lincoln dealer program","9475",11100,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Sedan","automatic","1fahp3h2xcl471975","ny","4.5",25246,"—","black","ford-lincoln dealer program","11300",10700,"Wed Feb 11 2015 01:20:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Hatchback","automatic","1fahp3k26cl227474","az","2.3",56521,"red","gray","arizona central credit union","8825",8700,"Wed Feb 11 2015 03:15:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Hatchback","automatic","1fahp3m28cl134405","fl","3.7",67392,"blue","beige","tdaf remarketing","8800",10000,"Tue Feb 17 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f23cl268154","ca","3.6",70837,"red","black","bob baker jeep","7900",8400,"Wed Feb 18 2015 04:15:00 GMT-0800 (PST)"
