"year","make","model","trim","body","transmission","vin","state","condition","odometer","color","interior","seller","mmr","sellingprice","saledate"
"2012","Ford","Focus","Titanium","Hatchback","automatic","1fahp3n21cl330426","ca","3",26747,"red","black","remarketing by ge/chase lease remarketing co","12900",14000,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2012","Ford","Focus","Titanium","Hatchback","automatic","1fahp3n22cl337238","ca","3.9",29499,"black","black","ford motor credit company,llc pd","12900",14900,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f21cl196273","ca","3",64750,"red","black","remarketing by ge/chase lease remarketing co","8150",8500,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Hatchback","automatic","1fahp3m26cl436775","ca","3.9",68306,"white","black","mars auto","8700",8200,"Tue Dec 16 2014 12:30:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Sedan","automatic","1fahp3h27cl120201","ca","3.7",89575,"red","tan","wells fargo dealer services","7475",9000,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Hatchback","automatic","1fahp3k20cl268649","ca","2.9",63205,"black","black","dtg operations inc","8525",8300,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f22cl321491","ca","4.8",9059,"gray","gray","ford motor credit company,llc pd","11050",12100,"Thu Jan 08 2015 12:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Hatchback","automatic","1fahp3k20cl290456","ca","4.5",21147,"black","black","ford motor credit company,llc pd","10650",11300,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f22cl294180","ca","2.8",22548,"black","gray","ford motor credit company,llc pd","10500",10500,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Hatchback","automatic","1fahp3k26cl423057","ca","3",44674,"white","black","enterprise fm exchange/tra/lease","9475",4000,"Tue Dec 16 2014 13:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Hatchback","automatic","1fahp3m24cl423300","ca","4.6",48952,"white","beige","ford motor credit company,llc pd","10050",11700,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Sedan","automatic","1fahp3h20cl470320","ca","",38370,"white","gray","kearny pearson kia","10600",10700,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Hatchback","automatic","1fahp3m26cl429227","ca","2.6",54322,"black","black","ford motor credit company,llc","9650",7600,"Tue Dec 16 2014 13:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Sedan","automatic","1fahp3h23cl156080","ca","3.1",76000,"silver","black","exeter finance corp","8225",9100,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","Titanium","Sedan","automatic","1fahp3j2xcl215975","ca","3.2",47861,"white","black","bmw alphera/alphera financial services","11200",6100,"Wed Jan 21 2015 04:30:00 GMT-0800 (PST)"
"2012","Ford","Focus","S","Sedan","manual","1fahp3e23cl410357","ca","3.7",23903,"blue","black","ford motor credit company,llc","8475",8200,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f27cl145683","ca","3.8",58045,"silver","black","santander consumer","8550",9300,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Hatchback","automatic","1fahp3k22cl257913","ca","4.5",23529,"red","black","ford motor credit company,llc","10500",11200,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2011","Ford","Focus","SE","Sedan","automatic","1fahp3fn3bw152380","ca","2.9",88326,"gray","black","santander consumer","6450",6900,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn7aw200252","ca","2.7",80880,"red","black","a l financial corporation","5950",6100,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","manual","1fahp3fn3aw205447","ca","3.8",90395,"white","black","jpmorgan chase bank,n.a.","5675",5400,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn9aw296661","ca","3.6",49974,"blue","gray","primeritus remarketing/loan service center","7075",7700,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","S","Sedan","manual","1fahp3en1aw152829","ca","",84426,"black","beige","s/n auto imports","4950",4700,"Wed Dec 17 2014 12:45:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn9aw264406","ca","1.9",57155,"green","tan","jpmorgan chase bank,n.a.","6925",6100,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn6aw272088","ca","1.9",106781,"white","gray","jpmorgan chase bank,n.a.","5050",900,"Tue Dec 16 2014 13:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","S","Sedan","automatic","1fahp3en0aw280219","ca","2.8",97238,"white","gray","santander consumer","4400",5100,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2009","Ford","Focus","SEL","Sedan","automatic","1fahp37n59w183056","ca","3.5",96588,"silver","black","santander consumer","5600",7300,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2009","Ford","Focus","SE","Sedan","automatic","1fahp35n09w247166","ca","2",97159,"silver","black","reliable credit association / milwaukee","5025",3300,"Wed Dec 17 2014 11:00:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","","1fahp35n08w263706","ca","2",118270,"gray","gray","tradewinds remarketing","4050",4700,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Coupe","automatic","1fahp33n98w279146","ca","2.6",73190,"black","black","volkswagen santa monica","4800",4000,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2008","Ford","Focus","SES","Sedan","manual","1fahp35n18w132249","ca","2.8",139311,"black","gray","trade in solutions","3200",3800,"Tue Dec 23 2014 16:00:00 GMT-0800 (PST)"
"2007","Ford","Focus","ZX3 S","Hatchback","manual","1fafp31n57w233628","ca","2.9",77074,"black","gray","auto desert","3900",3100,"Thu Feb 05 2015 04:00:00 GMT-0800 (PST)"
"2007","Ford","Focus","ZX4 SE","Sedan","manual","1fafp34n37w283360","ca","",112646,"red","—","concord toyota","3100",2900,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2006","Ford","Focus","ZX4 SES","Sedan","automatic","1fafp34n86w219913","ca","",109174,"blue","gray","palm springs nissan","2950",2200,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2006","Ford","Focus","ZX4 SES","Sedan","manual","1fafp34n16w178184","ca","2.4",81846,"black","silver","century dealer services corp","3675",3050,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2006","Ford","Focus","ZX4 SES","Sedan","automatic","1fafp34n56w218525","ca","2.8",149874,"white","gray","gm financial","2700",1800,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2006","Ford","Focus","ZX4 SES","Sedan","automatic","1fafp34n56w242792","ca","2",170318,"white","gray","james family auto sales","1275",1700,"Tue Dec 23 2014 12:00:00 GMT-0800 (PST)"
"2006","Ford","Focus","ZX4 SES","Sedan","automatic","1fafp34n56w118926","ca","2.6",173861,"gray","gray","v/m auto broker","1300",1200,"Tue Dec 16 2014 12:30:00 GMT-0800 (PST)"
"2006","Ford","Focus","ZX4 SES","Sedan","automatic","1fafp34n56w172419","ca","2.3",108734,"gray","gray","alliance motor cars","3425",3400,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f20el113174","ca","3.3",30689,"red","tan","avis corporation","12000",11600,"Thu Jan 08 2015 11:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f24el306380","ca","",16398,"gray","beige","enterprise vehicle exchange / tra / rental / tulsa","12650",2800,"Tue Dec 16 2014 13:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f22el119557","ca","4.6",38700,"silver","beige","ars/avis budget group","11650",11700,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f26el238454","ca","3.3",9461,"gray","gray","premium auto wholesale","12950",11800,"Thu Jan 08 2015 12:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f25el119598","ca","4.8",36334,"burgundy","beige","avis rac/san leandro","11800",12000,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f28el357543","ca","3.5",3696,"gray","black","ford motor credit company,llc","13200",13500,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f20el230981","ca","1",32796,"gray","—","enterprise vehicle exchange / tra / rental / tulsa","11600",5700,"Wed Dec 31 2014 15:05:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f29el306696","ca","",20466,"white","black","lease plan usa","12450",2000,"Tue Dec 16 2014 13:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f28el322467","ca","1",9151,"gray","gray","enterprise vehicle exchange / tra / rental / tulsa","12950",5500,"Thu Jan 08 2015 12:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k22el113330","ca","4.1",30865,"gray","black","avis corporation","12250",12900,"Tue Dec 16 2014 12:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","","1fadp3f25el296989","ca","",16079,"black","—","avis tra","12650",1500,"Tue Dec 16 2014 13:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k24el239723","ca","4.3",16579,"gray","black","ford motor credit company","12600",13600,"Tue Jan 07 2014 13:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","","1fadp3k20el231571","ca","3.3",21022,"silver","black","ford motor credit company","12500",11800,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","","1fadp3k20el333937","ca","3.4",3808,"gray","gray","certified preowned ford&lincoln/mercury dlr unit","13150",12700,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f22el187082","ca","3.3",38254,"black","black","avis rac/san leandro","11750",11700,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k21el239727","ca","4",18048,"white","black","ford motor credit company","12650",12300,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f2xel170966","ca","4.3",37351,"white","black","enterprise vehicle exchange/orange","11800",11600,"Tue Dec 16 2014 12:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f26el260602","ca","1",15678,"red","gray","enterprise vehicle exchange / tra / rental / tulsa","12650",9000,"Tue Dec 16 2014 13:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xel239712","ca","4.8",15277,"white","black","ford motor credit company","12650",13300,"Tue Jan 07 2014 13:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k22el248517","ca","2",16327,"red","black","enterprise vehicle exchange / tra / rental / tulsa","12700",8300,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2005","Ford","Focus","ZX4 SE","Sedan","automatic","1fafp34n65w127732","ca","1.9",144217,"red","gray","gosch ford","1925",700,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2004","Ford","Focus","ZX3","Hatchback","manual","3fafp31zx4r116886","ca","1.9",100003,"silver","black","south bay mazda","1750",1950,"Tue Dec 16 2014 12:30:00 GMT-0800 (PST)"
"2003","Ford","Focus","SE","Sedan","automatic","1fafp34p03w221104","ca","1",163481,"black","gray","purple heart services inc","1025",350,"Wed Dec 17 2014 13:30:00 GMT-0800 (PST)"
"2002","Ford","Focus","ZX5","Hatchback","automatic","3fafp37342r229202","ca","",108579,"red","—","elite auto sales/leasing","1825",3000,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2002","Ford","Focus","SE","Sedan","automatic","1fafp34p52w188583","ca","1.9",147919,"black","gray","quality acceptance","1300",650,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2000","Ford","Focus","ZX3","Hatchback","","3fafp3133yr256554","ca","2.4",171539,"white","gray","the car firm llc","1025",800,"Fri Feb 13 2015 07:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","","1fadp3f28el266384","ca","",21498,"black","—","avis tra","12450",1700,"Tue Dec 16 2014 13:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k20dl272958","ca","3.3",40563,"black","black","avis rac/san leandro","10650",10500,"Wed Dec 31 2014 12:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f21dl291092","ca","4",45155,"silver","black","enterprise veh exchange/rental","10200",11000,"Thu Dec 18 2014 11:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f2xdl213264","ca","4.2",54726,"white","black","dtg operations inc","9650",10000,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl185057","ca","3.9",37220,"silver","black","the hertz corporation","10650",10300,"Thu Dec 18 2014 11:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f21dl301796","ca","",25659,"red","black","hertz/tra","11250",2500,"Wed Dec 17 2014 15:05:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f2xdl190200","ca","4.4",28033,"red","black","exeter finance corp","11200",12500,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k24dl108113","ca","3.8",83657,"white","black","remktgedge / cars / carfinance capital llc","9025",8800,"Wed Dec 31 2014 12:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f22dl210813","ca","4.1",10988,"gray","black","ford motor credit company,llc pd","12150",12600,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl190887","ca","4.4",62488,"white","gray","sama california auto export inc","9200",9900,"Tue Dec 16 2014 12:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f24dl235096","ca","5",6105,"white","black","ford motor credit company,llc pd","12400",13900,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl164127","ca","4.2",19215,"white","black","ford motor credit company,llc pd","11700",12200,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f2xdl171923","ca","3.5",57963,"silver","black","dtg operations inc","9475",9200,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k21dl341060","ca","",28652,"silver","—","hertz/tra","11150",3000,"Wed Dec 17 2014 15:10:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k23dl272694","ca","1.9",15824,"silver","gray","la auto house","12400",9000,"Tue Jan 06 2015 12:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k23dl244832","ca","2.8",44973,"gray","black","ford motor credit company,llc pd","10200",11000,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f23dl210769","ca","3.9",20149,"gray","black","ford motor credit company,llc pd","11600",11600,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k22dl319911","ca","",40236,"silver","—","mars auto","10400",10100,"Tue Dec 16 2014 12:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","","1fadp3f23dl204700","ca","4.8",21567,"silver","black","ford motor credit company,llc pd","11550",11900,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl292018","ca","3.8",43081,"white","black","avis corporation","10350",11000,"Thu Dec 18 2014 11:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k29dl279987","ca","4.7",46528,"black","black","avis rac/san leandro","10150",10500,"Tue Dec 23 2014 12:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f2xdl272458","ca","2",37010,"red","black","fox rent a car tra","10600",4000,"Tue Dec 16 2014 13:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","S","Sedan","automatic","1fadp3e24dl184345","ca","3.7",23458,"gray","black","ford motor credit company,llc pd","9150",10400,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","Titanium","Hatchback","automatic","1fadp3n25dl152018","ca","2.3",24234,"white","black","ford motor credit company,llc pd","14300",12700,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xdl280050","ca","4.4",40278,"white","black","avis corporation","10500",10700,"Thu Dec 18 2014 11:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f2xdl222093","ca","4.7",27304,"silver","black","ford motor credit company,llc pd","11200",11800,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xdl280033","ca","3.6",40539,"black","black","avis corporation","10500",11000,"Thu Dec 18 2014 11:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f23dl107870","ca","4.8",21676,"silver","black","ford motor credit company,llc pd","11550",12900,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f28dl273141","ca","3.6",37037,"black","black","avis rac/san leandro","10600",11800,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k20dl292062","ca","4.3",39930,"gray","black","avis rac/san leandro","10400",12000,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f2xdl279166","ca","2",39378,"black","black","enterprise vehicle exchange / tra / rental / tulsa","10750",7800,"Tue Dec 30 2014 13:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Sedan","automatic","1fahp3h26cl339750","ca","4.3",48926,"green","beige","santander consumer","10000",10100,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Sedan","automatic","1fahp3h20cl479731","ca","4.6",21890,"black","black","ford motor credit company,llc pd","11750",11500,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn9aw146310","ca","",104623,"gray","—","hanford toyota scion","5125",4900,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2006","Ford","Focus","ZX4 SES","Sedan","automatic","1fafp34n66w155838","ca","",111146,"silver","gray","kearny pearson kia","2900",3000,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f20el177358","ca","",21165,"gray","—","arrow auto sales","12400",11700,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k21el111097","ca","2.3",14247,"silver","black","mossy ford","12850",8000,"Thu Jan 22 2015 04:00:00 GMT-0800 (PST)"
"2000","Ford","Focus","ZX3","Hatchback","automatic","3fafp3131yr219356","ca","2.2",125246,"brown","black","aaero sweet company","850",1700,"Wed Dec 17 2014 11:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl363458","ca","4.3",27711,"silver","black","premium auto wholesale","11200",11300,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k20dl214008","ca","",25449,"black","black","avis rac/san leandro","11350",6100,"Tue Dec 16 2014 13:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k26dl292373","ca","",36923,"silver","gray","avis rac/san francisco","10700",6900,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2011","Ford","Focus","S","Sedan","automatic","1fahp3en5bw174107","nc","2.6",114697,"white","tan","crossroads nissan of wake forest","3800",3700,"Mon Dec 29 2014 09:00:00 GMT-0800 (PST)"
"2011","Ford","Focus","SE","Sedan","automatic","1fahp3fn0bw125279","wi","",18958,"blue","black","blue moon auto inc","8425",9000,"Wed Dec 17 2014 10:00:00 GMT-0800 (PST)"
"2011","Ford","Focus","SE","Sedan","automatic","1fahp3fn0bw120647","mi","2.8",73856,"red","black","advia credit union","6850",5600,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
"2011","Ford","Focus","SE","Sedan","automatic","1fahp3fn2bw124621","fl","4.8",32347,"silver","black","ford-lincoln dealer program","8000",9400,"Fri Dec 19 2014 09:00:00 GMT-0800 (PST)"
"2011","Ford","Focus","SE","Sedan","automatic","1fahp3fn7bw110021","pa","3.9",70285,"red","tan","charles & son auto sls inc","6950",6500,"Fri Dec 19 2014 09:30:00 GMT-0800 (PST)"
"2011","Ford","Focus","S","Sedan","manual","1fahp3en5bw178092","mi","",41671,"blue","gray","metro wholesale outlet inc","7375",6000,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
"2011","Ford","Focus","SE","Sedan","automatic","1fahp3fn9bw203509","pr","3",36533,"gray","black","oriental bank","8175",5000,"Tue Dec 30 2014 11:30:00 GMT-0800 (PST)"
"2011","Ford","Focus","SES","Sedan","automatic","1fahp3gn9bw163737","mi","5",56858,"blue","black","kevins marysville auto sales inc","8150",9100,"Thu Jan 08 2015 09:30:00 GMT-0800 (PST)"
"2011","Ford","Focus","S","Sedan","automatic","1fahp3en8bw100762","nc","",57461,"black","tan","crown ford","6700",6400,"Thu Dec 18 2014 14:30:00 GMT-0800 (PST)"
"2011","Ford","Focus","SE","Sedan","automatic","1fahp3fn4bw198266","in","1.9",83194,"red","black","park fcu","6600",5300,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)"
"2011","Ford","Focus","SE","Sedan","automatic","1fahp3fn6bw174714","fl","4.2",38298,"red","gray","hyundai of new port richey","7875",8900,"Thu Dec 18 2014 09:45:00 GMT-0800 (PST)"
"2011","Ford","Focus","S","Sedan","automatic","1fahp3en4bw117283","tx","1.9",102839,"white","gray","caprock auto remarketing","4775",4100,"Thu Dec 18 2014 11:00:00 GMT-0800 (PST)"
"2011","Ford","Focus","SES","Sedan","automatic","1fahp3gn3bw136596","il","2.7",47240,"blue","black","wells fargo dealer services","8425",7600,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn8aw249301","nj","1",1,"white","beige","lease plan usa","8825",1900,"Wed Jan 28 2015 02:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn2aw272394","fl","1.9",86647,"gray","black","regional acceptance corporation / greenville","5825",4000,"Thu Dec 18 2014 09:50:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn6aw267084","fl","3.2",114098,"white","tan","gm financial","4750",4500,"Thu Dec 18 2014 09:35:00 GMT-0800 (PST)"
"2010","Ford","Focus","SEL","Sedan","automatic","1fahp3hn0aw156690","fl","",39697,"black","black","remarkable auto brokers inc","8400",9300,"Fri Dec 19 2014 09:25:00 GMT-0800 (PST)"
"2010","Ford","Focus","SEL","Sedan","automatic","1fahp3hn8aw289908","mi","4.3",38048,"black","black","santander consumer","8450",9100,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn6aw280014","az","",86043,"white","gray","yates buick gmc inc","5850",6900,"Thu Dec 18 2014 11:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn3aw268340","mi","",65714,"gray","black","metro wholesale outlet inc","6650",6900,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn9aw295039","nc","2.6",82729,"red","beige","regional acceptance corporation / greenville","5950",5600,"Mon Dec 22 2014 09:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn7aw136407","oh","4.1",58776,"red","black","remarketing by ge/boeing wichita credit union","6950",7600,"Tue Dec 23 2014 09:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SES","Sedan","automatic","1fahp3gn5aw292279","ca","",92646,"gray","—","reliance motors llc","5875",7300,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn2aw239900","oh","2.7",45674,"black","black","wells fargo dealer services","7525",6700,"Tue Dec 23 2014 12:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn1aw220304","tx","2.6",110547,"red","—","mid city mcandrew motors","4925",4000,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn2aw188950","oh","3.7",151262,"white","gray","condor capital corp","2800",4300,"Tue Dec 23 2014 12:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SEL","Sedan","automatic","1fahp3hn5aw179625","tx","3.4",74289,"black","black","huffines chrysler jeep dodge","7150",7500,"Thu Dec 18 2014 11:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","S","Sedan","automatic","1fahp3en5aw297890","il","3.3",25685,"gray","gray","ford motor credit company,llc","7225",7500,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","","1fahp3fn7aw111393","ga","4.2",94099,"red","gray","cig financial","5200",6600,"Tue Dec 30 2014 13:10:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn2aw108210","nv","2",92929,"blue","—","automotive remarketing inc","5575",4700,"Thu Dec 18 2014 11:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SES","Coupe","automatic","1fahp3dn1aw262247","mi","4.9",88052,"black","gray","kevins marysville auto sales inc","6275",7600,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SEL","Sedan","automatic","1fahp3hn1aw278748","mi","3.5",56672,"gray","black","jpmorgan chase bank,n.a.","7775",9000,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn5aw191874","mi","1.9",147355,"black","black","jpmorgan chase bank,n.a.","3475",1600,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
