"","Project.Future.Phase","Country","Region.x","Years","Development.Type.y","Development.Status.y","OPEC.Status","Production.x","Production.y","Breakeven.Band","Commercial.Liquids.Remaining.Reserves..million.barrels.","Operating.Costs","expected","id","cs_prod"
"406","PRV Teapot SRL Hz SHO WY","US (Lower 48)","North America",2020,"Tight Oil","Onstream","Non-OPEC",0.050074355,0.0500743551279634,"$20-$25",0.180150657483582,20.0642335713822,27.6525,406,10820.674332252
"407","SLSW Mississippian Hz OIL OK","US (Lower 48)","North America",2020,"Tight Oil","Onstream","Non-OPEC",26.52667512,26.5266751211454,"$20-$25",83.604174811869,23.3884371875106,27.6525,407,10852.506342396
"408","WLN Williston Basin Other Hz OGS MT","US (Lower 48)","North America",2020,"Tight Oil","Onstream","Non-OPEC",9.633401024,9.63340102356337,"$20-$25",30.8868842739628,21.6424343721208,27.6525,408,10864.0664236248
"409","WLN Williston Basin Other Hz OGS ND","US (Lower 48)","North America",2020,"Tight Oil","Onstream","Non-OPEC",19.19452695,19.1945269518308,"$20-$25",67.7357053868071,21.6424343721208,27.6525,409,10887.0998559648
"410","WLN Williston Basin Other Hz OGS SD","US (Lower 48)","North America",2020,"Tight Oil","Onstream","Non-OPEC",2.113419375,2.11341937453827,"$20-$25",7.30948500146221,21.6424343721208,27.6525,410,10889.6359592148
"411","WLN Williston Basin Other OGS MT","US (Lower 48)","North America",2020,"Onshore","Onstream","Non-OPEC",7.83180533,7.83180532963157,"$20-$25",24.8249024318503,21.6424343721208,27.6525,411,10899.0341256108
"412","WLN Williston Basin Other OGS ND","US (Lower 48)","North America",2020,"Onshore","Onstream","Non-OPEC",31.2008176,31.2008175951055,"$20-$25",115.479029588734,21.6424343721208,27.6525,412,10936.4751067308
"413","WLN Williston Basin Other OGS SD","US (Lower 48)","North America",2020,"Onshore","Onstream","Non-OPEC",0.59342847,0.593428470405443,"$20-$25",2.1275814564244,21.6424343721208,27.6525,413,10937.1872208948
"414","Brutus (GC 158)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",6.462055107,6.46205510725866,"$25-$30",8.84,14.029110815,33.7975,414,10944.9416870232
"415","Buckskin (KC 872)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",21.41764971,21.4176497117824,"$25-$30",203.9,24.76980332,33.7975,415,10970.6428666752
"416","Chinook (WR 469)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",18.29303325,18.2930332452486,"$25-$30",26.3,18.34694817,33.7975,416,10992.5945065752
"417","Europa (MC 935)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",6.481402578,6.48140257763967,"$25-$30",10.21,17.06575532,33.7975,417,11000.3721896688
"418","EW305","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.96,0.96,"$25-$30",1.87,7.4120538195,33.7975,418,11001.5241896688
"419","GFC Austin Chalk Hz LTO TX Fee (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",28.00381063,28.003810625,"$25-$30",910.542388371328,5.25138098107688,33.7975,419,11035.1287624248
"420","ILN Illinois Basin Other Hz OGS KY","US (Lower 48)","North America",2020,"Tight Oil","Onstream","Non-OPEC",0.362170665,0.362170664836336,"$25-$30",1.68947256299118,26.3355973130668,33.7975,420,11035.5633672228
"421","ILN Illinois Basin Other OGS KY","US (Lower 48)","North America",2020,"Onshore","Onstream","Non-OPEC",6.144258079,6.14425807874419,"$25-$30",30.6073596639638,26.3355973130668,33.7975,421,11042.9364769176
"422","Julia (WR 627)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",27.80231494,27.802314937517,"$25-$30",72.91,18.23447002,33.7975,422,11076.2992548456
"423","King MC 84","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",9.267438313,9.26743831250568,"$25-$30",14.37,16.550086055,33.7975,423,11087.4201808212
"424","MP287","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.46,0.46,"$25-$30",0.81,24.417908175,33.7975,424,11087.9721808212
"425","Otis (MC 79)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",1.95,1.95,"$25-$30",0.92,17.07076172,33.7975,425,11090.3121808212
"426","Phoenix","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",3.260048759,3.26004875920085,"$25-$30",4.17,24.87601705,33.7975,426,11094.224239332
"427","PL020","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.24448493,0.244484930274404,"$25-$30",0.49,54.358579015,33.7975,427,11094.517621248
"428","SAM Santa Maria Basin Other OGS CA","US (Lower 48)","North America",2020,"Onshore","Onstream","Non-OPEC",10.60144622,10.6014462196851,"$25-$30",37.441892822547,29.9541176470588,33.7975,428,11107.239356712
"429","Santa Cruz/Santiago","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",3.55993455,3.55993455010656,"$25-$30",5.04,20.48220001,33.7975,429,11111.511278172
"430","SJQ San Juaquin Basin Other Hz OGS CA","US (Lower 48)","North America",2020,"Tight Oil","Onstream","Non-OPEC",10.53872725,10.5387272482466,"$25-$30",38.4124829539674,25.3159418119577,33.7975,430,11124.157750872
"431","SJQ San Juaquin Basin Other OGS CA","US (Lower 48)","North America",2020,"Onshore","Onstream","Non-OPEC",294.2045764,294.204576431002,"$25-$30",1075.72437863898,25.3159418119577,33.7975,431,11477.203242552
"432","SS113","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.467710301,0.467710301394511,"$25-$30",0.69,14.09083456,33.7975,432,11477.7644949132
"433","SS176","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.977139001,1.97713900134952,"$25-$30",4.05,15.999514095,33.7975,433,11480.1370617144
"434","Tobago (AC 859)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",2.447455003,2.44745500319826,"$25-$30",4.78,7.92255485399999,33.7975,434,11483.074007718
"435","WLN Bakken Montana Frontier Hz SHO MT","US (Lower 48)","North America",2020,"Tight Oil","Onstream","Non-OPEC",14.68487963,14.6848796252574,"$25-$30",66.3685597521529,26.553257684694,33.7975,435,11500.695863274
"436","WLN Three Forks Southern Bakken Fringe Hz SHO ND","US (Lower 48)","North America",2020,"Tight Oil","Onstream","Non-OPEC",12.83009624,12.8300962369219,"$25-$30",38.9555084953415,26.6017620257684,33.7975,436,11516.091978762
"437","Badami","US (Alaska)","North America",2020,"Onshore","Onstream","Non-OPEC",3.369957578,3.36995757812542,"<$20",3.56,30.644984645,35.394957264975,437,11520.1359278556
"438","HI571A","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.23,0.23,"<$20",0.36,31.789914975,36.717351796125,438,11520.4119278556
"439","Duck Island Unit","US (Alaska)","North America",2020,"Shallow Water","Onstream","Non-OPEC",6.707959589,6.70795958874722,"<$20",22.15,34.0691225207245,39.3498365114368,439,11528.4614793624
"440","BS025","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.16,0.16,"<$20",0.28,34.526532305,39.878144812275,440,11528.6534793624
"441","DEL Delaware Basin other OGS NM (Future drilling)","US (Lower 48)","North America",2020,"Onshore","Probable Development","Non-OPEC",19.64209542,19.6420954166667,"$30-$35",1322.51938224779,17.1161871277684,39.9425,441,11552.2239938664
"442","DEL Wolfcamp A Western Frontier Culberson Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",22.30541286,22.3054128588786,"$30-$35",679.88275035205,14.3957215937815,39.9425,442,11578.9904892984
"443","Florida","US (Lower 48)","North America",2020,"Onshore","Onstream","Non-OPEC",4.303716156,4.30371615616445,"$30-$35",14.0450123403972,32.2015897397621,39.9425,443,11584.1549486856
"444","GI016","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.605897436,0.605897435897435,"$30-$35",0.93,35.1116367399999,39.9425,444,11584.8820256088
"445","Greater Mooses Tooth Unit","US (Alaska)","North America",2020,"Onshore","Onstream","Non-OPEC",8.462758637,8.4627586372026,"$30-$35",123.22,29.9145405433722,39.9425,445,11595.0373359732
"446","Katmai (GC 40)","US (GoM Deepwater)","North America",2020,"Deepwater","Under Development","Non-OPEC",2.19745,2.19745,"$30-$35",40.79,15.777024565,39.9425,446,11597.6742759732
"447","Kuparuk River Unit","US (Alaska)","North America",2020,"Onshore","Onstream","Non-OPEC",97.51104779,97.5110477872752,"$30-$35",532.29,31.8649311691022,39.9425,447,11714.6875333212
"448","Medusa (MC 582)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",6.694224752,6.69422475183083,"$30-$35",8.45,11.77573508,39.9425,448,11722.7206030236
"449","MP061","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",2.402330184,2.40233018443544,"$30-$35",4.57,7.59997508049999,39.9425,449,11725.6033992444
"450","MP062","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.21,0.21,"$30-$35",0.24,20.17054589,39.9425,450,11725.8553992444
"451","MP073","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.563378318,0.563378317588843,"$30-$35",0.88,30.59227856,39.9425,451,11726.531453226
"452","MP133","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.26,0.26,"$30-$35",0.41,16.63918653,39.9425,452,11726.843453226
"453","Point Thomson Unit","US (Alaska)","North America",2020,"Onshore","Onstream","Non-OPEC",9.5,9.5,"$30-$35",114.71,32.895273035,39.9425,453,11738.243453226
"454","Prudhoe Bay Unit","US (Alaska)","North America",2020,"Onshore","Onstream","Non-OPEC",238.7077933,238.707793326042,"$30-$35",1145.44,38.3583629493204,39.9425,454,12024.692805186
"455","Ram-Powell (VK 912)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",2.737667059,2.73766705891347,"$30-$35",3.43,22.80788577,39.9425,455,12027.9780056568
"456","SP049","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.179905533,1.17990553306342,"$30-$35",2.16,9.8629077465,39.9425,456,12029.3938922964
"457","SP089","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.967309942,0.967309941520468,"$30-$35",1.95,25.555354035,39.9425,457,12030.5546642268
"458","ST021","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.031088619,1.03108861898335,"$30-$35",1.83,18.173335435,39.9425,458,12031.7919705696
"459","ST054","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",2.136585695,2.13658569500674,"$30-$35",4.23,4.6551780625,39.9425,459,12034.3558734036
"460","Triton/Goldfinger","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",3.57928202,3.57928202048758,"$30-$35",8.17,20.69327487,39.9425,460,12038.6510118276
"461","WD030","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",2.296032389,2.29603238866396,"$30-$35",8.6,5.6029995725,39.9425,461,12041.4062506944
"462","WD073","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",2.01965812,2.01965811965812,"$30-$35",7.39,7.061382252,39.9425,462,12043.8298404384
"463","HI376A","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.382672065,0.382672064777327,"<$20",0.57,36.164837435,41.770387237425,463,12044.2890469164
"464","HI573A","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.00982906,1.00982905982905,"<$20",1.89,36.22931834,41.8448626827,464,12045.5008417884
"465","Appaloosa (MC 460)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",1.499428955,1.49942895452858,"$35-$40",1.91,15.6063427,46.0875,465,12047.3001565344
"466","BM002","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.732654071,1.73265407107512,"$35-$40",6.51,12.806137765,46.0875,466,12049.3793414196
"467","DEL Bone Spring CB Slope Hz SHO NM (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",100.9480021,100.948002138146,"$35-$40",3881.86362171528,11.183550799425,46.0875,467,12170.5169439396
"468","DEL Bone Spring Western Fairway Eddy Hz SHO NM (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",64.36206219,64.3620621883596,"$35-$40",1260.99535646929,10.695953256679,46.0875,468,12247.7514185676
"469","DEL Wolfcamp A Northeast Extension Loving Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",105.1273476,105.127347645386,"$35-$40",1255.90355674124,12.4444447361529,46.0875,469,12373.9042356876
"470","DJU Niobrara Southeast Extension Hz SHO CO (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",0.892937776,0.892937776269525,"$35-$40",457.852943617765,18.0855108225697,46.0875,470,12374.9757610188
"471","Dorado (VK 915)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",3.31809117,3.31809117034389,"$35-$40",4.47,21.004219355,46.0875,471,12378.9574704228
"472","EC321","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.116126856,1.11612685560054,"$35-$40",2.06,29.20621666,46.0875,472,12380.29682265
"473","EC338","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.49959964,0.499599640125955,"$35-$40",0.85,46.913334305,46.0875,473,12380.896342218
"474","EC359","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.340152946,0.340152946468735,"$35-$40",0.46,35.025394125,46.0875,474,12381.3045257532
"475","EI024","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.17,0.17,"$35-$40",0.31,4.2952286635,46.0875,475,12381.5085257532
"476","EI057","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.08,0.08,"$35-$40",0.15,15.4085995237871,46.0875,476,12381.6045257532
"477","EI100","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.201965812,0.201965811965811,"$35-$40",0.15,25.1144597,46.0875,477,12381.8468847276
"478","EI126","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.552748538,0.552748538011695,"$35-$40",0.99,15.64283827,46.0875,478,12382.5101829732
"479","EI175","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.211794872,1.21179487179487,"$35-$40",1.99,7.92782862599999,46.0875,479,12383.9643368196
"480","EI238","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.966509222,1.96650922177237,"$35-$40",4.08,3.861240525,46.0875,480,12386.324147886
"481","EI266","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.11,0.11,"$35-$40",0.23,2.206012395,46.0875,481,12386.456147886
"482","EI276","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",2.370440846,2.370440845704,"$35-$40",4.53,5.749673521,46.0875,482,12389.3006769012
"483","EI330","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",2.42477283,2.42477282950967,"$35-$40",3.9,11.479242855,46.0875,483,12392.2104042972
"484","EI337","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.829122807,0.829122807017543,"$35-$40",1.48,35.041824705,46.0875,484,12393.2053516656
"485","EI341","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",3.52908682,3.52908681961313,"$35-$40",7.34,8.1370369185,46.0875,485,12397.4402558496
"486","EI346","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.169275753,1.16927575348628,"$35-$40",2.45,19.487645435,46.0875,486,12398.8433867532
"487","EI361","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.626356275,1.62635627530364,"$35-$40",3.05,25.19672408,46.0875,487,12400.7950142832
"488","EW910","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",4.01,4.01,"$35-$40",9.87,6.4192167395,46.0875,488,12405.6070142832
"489","GB072","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.435820963,0.435820962663067,"$35-$40",0.6,32.74485472,46.0875,489,12406.1299994388
"490","GC019","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.02,1.02,"$35-$40",1.99,12.707617605,46.0875,490,12407.3539994388
"491","GI041","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.956680162,0.956680161943319,"$35-$40",1.97,18.19409082,46.0875,491,12408.5020156332
"492","GI043","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",2.551147099,2.55114709851552,"$35-$40",9.61,10.1340770805,46.0875,492,12411.563392152
"493","GI047","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.424390463,1.42439046333783,"$35-$40",2.73,9.3332459165,46.0875,493,12413.2726607076
"494","GI116","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",2.26,2.26,"$35-$40",4.63,3.3101072635,46.0875,494,12415.9846607076
"495","LP000","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.14,0.14,"$35-$40",0.25,47.79961994,46.0875,495,12416.1526607076
"496","MC020","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.05,1.05,"$35-$40",2.09,36.35304528,46.0875,496,12417.4126607076
"497","MID Spraberry Deep Andrews Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",9.820946649,9.82094664890543,"$35-$40",572.11464436702,10.9350409397323,46.0875,497,12429.1977966864
"498","Middle Ground Shoal","US (Alaska)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.363128908,1.36312890800578,"$35-$40",4.17,26.53131683,46.0875,498,12430.833551376
"499","MP030","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.223225371,0.223225371120107,"$35-$40",0.18,59.03147833,46.0875,499,12431.1014218212
"500","MP041","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",2.115326136,2.11532613585245,"$35-$40",7.9,8.38198644599999,46.0875,500,12433.6398131844
"501","MP108","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.27,0.27,"$35-$40",0.59,28.762355665,46.0875,501,12433.9638131844
"502","MP129","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.191336032,0.191336032388663,"$35-$40",0.14,17.39725179,46.0875,502,12434.1934164228
"503","MP140","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.105497076,1.10549707602339,"$35-$40",2.2,13.069284485,46.0875,503,12435.520012914
"504","MP144","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.381871345,1.38187134502923,"$35-$40",2.97,11.5000841,46.0875,504,12437.178258528
"505","MP283","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.085038237,0.0850382366171839,"$35-$40",0.11,42.46375362,46.0875,505,12437.2803044124
"506","MP290","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.25511471,0.255114709851551,"$35-$40",0.44,62.74627968,46.0875,506,12437.5864420644
"507","MP299","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",7.090062978,7.09006297795771,"$35-$40",15.09,23.65170073,46.0875,507,12446.094517638
"508","MP308","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.839752587,0.839752586594691,"$35-$40",1.48,18.686774105,46.0875,508,12447.1022207424
"509","MP310","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.616527215,0.616527215474583,"$35-$40",1.02,23.105717515,46.0875,509,12447.8420534004
"510","MP311","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.190535313,1.19053531264057,"$35-$40",2.03,60.1216319,46.0875,510,12449.270695776
"511","Northstar","US (Alaska)","North America",2020,"Shallow Water","Onstream","Non-OPEC",8.751516637,8.75151663733405,"$35-$40",16.34,33.68752685,46.0875,511,12459.7725157404
"512","Pompano","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",8.029200208,8.02920020812079,"$35-$40",11.21,14.86601836,46.0875,512,12469.40755599
"513","Power Play (GB 302)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",0.5223817,0.522381700287376,"$35-$40",0.78,14.74212976,46.0875,513,12470.03441403
"514","SM027","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.116927575,0.116927575348627,"$35-$40",0.12,76.51521184,46.0875,514,12470.17472712
"515","SM048","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.2,0.2,"$35-$40",0.38,20.679737225,46.0875,515,12470.41472712
"516","SM073","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",3.646014395,3.64601439496176,"$35-$40",6.17,11.73065298,46.0875,516,12474.789944394
"517","SM115","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.212595592,0.212595591542959,"$35-$40",0.19,15.10625483,46.0875,517,12475.0450591044
"518","SM128","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.775173189,1.77517318938371,"$35-$40",3.32,20.07631657,46.0875,518,12477.1752669312
"519","SM137","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.425191183,0.425191183085919,"$35-$40",0.71,68.579832855,46.0875,519,12477.6854963508
"520","SM166","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.63,0.63,"$35-$40",1.14,13.89068149,46.0875,520,12478.4414963508
"521","SM192","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.318893387,0.318893387314439,"$35-$40",0.39,22.626909795,46.0875,521,12478.8241684152
"522","SM223","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.15,0.15,"$35-$40",0.18,35.94587067,46.0875,522,12479.0041684152
"523","SM236","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.76534413,0.765344129554655,"$35-$40",1.45,12.780520395,46.0875,523,12479.9225813712
"524","SM249","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.27,1.27,"$35-$40",2.67,3.5300887065,46.0875,524,12481.4465813712
"525","SM269","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.276374269,0.276374269005847,"$35-$40",0.46,25.62882606,46.0875,525,12481.778230494
"526","SP061","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.850382366,0.850382366171839,"$35-$40",2.67,29.61931894,46.0875,526,12482.7986893332
"527","SP062","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.552748538,0.552748538011695,"$35-$40",0.95,30.32925772,46.0875,527,12483.4619875788
"528","SP065","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.595267656,0.595267656320287,"$35-$40",1.1,42.44247734,46.0875,528,12484.176308766
"529","SP078","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.967309942,0.967309941520468,"$35-$40",1.57,18.3563051,46.0875,529,12485.3370806964
"530","SS032","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.297633828,0.297633828160143,"$35-$40",0.45,25.44147283,46.0875,530,12485.69424129
"531","SS072","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.180706253,0.180706252811516,"$35-$40",0.23,78.36742883,46.0875,531,12485.9110887936
"532","SS091","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.25511471,0.255114709851551,"$35-$40",0.31,31.858475925,46.0875,532,12486.2172264456
"533","SS105","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.42,0.42,"$35-$40",0.69,22.525560525,46.0875,533,12486.7212264456
"534","SS154","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.361412506,0.361412505623032,"$35-$40",0.45,76.2449681699999,46.0875,534,12487.1549214528
"535","SS169","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.658245614,1.65824561403508,"$35-$40",3.22,10.0513277275,46.0875,535,12489.1448161896
"536","SS178","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.201965812,0.201965811965811,"$35-$40",0.2,47.930205005,46.0875,536,12489.387175164
"537","SS208","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.233054431,1.23305443094916,"$35-$40",4.37,19.59828524,46.0875,537,12490.8668404812
"538","SS222","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.435820963,0.435820962663067,"$35-$40",0.64,48.92221119,46.0875,538,12491.3898256368
"539","SS230","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",2.848780927,2.84878092667566,"$35-$40",6.14,6.942698302,46.0875,539,12494.8083627492
"540","SS274","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.403931624,0.403931623931623,"$35-$40",0.8,21.7419903,46.0875,540,12495.293080698
"541","SS299","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.722825011,0.722825011246063,"$35-$40",1,17.281838665,46.0875,541,12496.1604707112
"542","ST036","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.25511471,0.255114709851551,"$35-$40",0.47,26.45030791,46.0875,542,12496.4666083632
"543","ST037","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",3.072006298,3.07200629779577,"$35-$40",5.95,13.42135837,46.0875,543,12500.1530159208
"544","ST041","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.14,0.14,"$35-$40",0.16,64.4139438,46.0875,544,12500.3210159208
"545","ST052","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",3.731052632,3.73105263157894,"$35-$40",8.09,32.55214324,46.0875,545,12504.7982790792
"546","ST131","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.531488979,0.531488978857399,"$35-$40",0.73,21.869978725,46.0875,546,12505.436065854
"547","ST135","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.595267656,0.595267656320287,"$35-$40",1.68,18.17212045,46.0875,547,12506.1503870412
"548","ST176","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",2.370440846,2.370440845704,"$35-$40",4.92,14.527464795,46.0875,548,12508.9949160564
"549","ST228","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.722825011,0.722825011246063,"$35-$40",1.26,3.463784824,46.0875,549,12509.8623060696
"550","ST295","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.839752587,0.839752586594691,"$35-$40",1.65,17.68001005,46.0875,550,12510.870009174
"551","ST314","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.18,0.18,"$35-$40",0.27,55.9925825,46.0875,551,12511.086009174
"552","Swanson River","US (Alaska)","North America",2020,"Onshore","Onstream","Non-OPEC",1.098076065,1.09807606478244,"$35-$40",2.66,20.580135325,46.0875,552,12512.403700452
