"","Project.Future.Phase","Country","Region.x","Years","Development.Type.y","Development.Status.y","OPEC.Status","Production.x","Production.y","Breakeven.Band","Commercial.Liquids.Remaining.Reserves..million.barrels.","Operating.Costs","expected","id","cs_prod"
"553","TS000","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.25,0.25,"$35-$40",0.45,27.473674385,46.0875,553,12512.703700452
"554","VK734","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.21,0.21,"$35-$40",0.29,53.438996515,46.0875,554,12512.955700452
"555","VK862","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.25,1.25,"$35-$40",2.21,30.45469175,46.0875,555,12514.455700452
"556","VR039","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.2,0.2,"$35-$40",0.14,49.089948525,46.0875,556,12514.695700452
"557","VR076","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.27,0.27,"$35-$40",0.41,20.96724495,46.0875,557,12515.019700452
"558","VR191","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.33,0.33,"$35-$40",0.48,8.241398919,46.0875,558,12515.415700452
"559","VR214","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.191336032,0.191336032388663,"$35-$40",0.36,44.03104888,46.0875,559,12515.6453036904
"560","VR215","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.16,0.16,"$35-$40",0.22,45.150029335,46.0875,560,12515.8373036904
"561","VR245","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",1.169275753,1.16927575348628,"$35-$40",2.35,18.667047925,46.0875,561,12517.240434594
"562","VR265","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.25511471,0.255114709851551,"$35-$40",0.27,75.586508095,46.0875,562,12517.546572246
"563","VR284","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.425191183,0.425191183085919,"$35-$40",0.68,23.025634915,46.0875,563,12518.0568016656
"564","VR331","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.435820963,0.435820962663067,"$35-$40",0.73,39.62992897,46.0875,564,12518.5797868212
"565","VR332","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.212595592,0.212595591542959,"$35-$40",0.21,39.848155515,46.0875,565,12518.8349015316
"566","VR342","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.97,0.97,"$35-$40",1.61,7.168273787,46.0875,566,12519.9989015316
"567","VR369","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.393301844,0.393301844354475,"$35-$40",0.66,37.317883925,46.0875,567,12520.4708637444
"568","WC055","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.08,0.08,"$35-$40",0.13,22.132482165,46.0875,568,12520.5668637444
"569","WD027","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.43,0.43,"$35-$40",0.67,18.671660045,46.0875,569,12521.0828637444
"570","WD079","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.425191183,0.425191183085919,"$35-$40",0.66,44.49316779,46.0875,570,12521.593093164
"571","WD105","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.574008097,0.574008097165991,"$35-$40",0.91,25.28008063,46.0875,571,12522.2819028804
"572","WD109","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.775973909,0.775973909131803,"$35-$40",1.46,10.94305783,46.0875,572,12523.2130715712
"573","WD112","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.839752587,0.839752586594691,"$35-$40",1.59,9.564924934,46.0875,573,12524.2207746756
"574","ADK SCOOP Core Springer Hz SHO OK (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",3.623109175,3.623109175,"$40-$45",176.398729048632,1.28065135847022,52.2325,574,12528.5685056856
"575","DEL Bone Spring Pecos River Region Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",8.320189688,8.32018968783502,"$40-$45",663.25457006726,13.3283373420037,52.2325,575,12538.5527333112
"576","DEL Bone Spring Southern Extension Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",11.55044321,11.5504432126574,"$40-$45",493.682649227173,11.91442622163,52.2325,576,12552.4132651632
"577","DEL Bone Spring Western Fairway Culberson Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",0.9464154,0.9464154,"$40-$45",97.9135665889712,10.695953256679,52.2325,577,12553.5489636432
"578","DEL Bone Spring Western Fairway Loving Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",4.346913855,4.3469138547177,"$40-$45",345.814297724778,10.695953256679,52.2325,578,12558.7652602692
"579","DEL Wolfcamp A Northeast Extension Lea HZ SHO NM (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",56.12070065,56.12070065,"$40-$45",1313.8033424684,12.4444447361529,52.2325,579,12626.1101010492
"580","DEL Wolfcamp A Northeast Extension Other Hz SHO NM (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",4.014575863,4.0145758625,"$40-$45",374.418491396263,12.4444447361529,52.2325,580,12630.9275920848
"581","DEL Wolfcamp A Northern Reeves Reeves Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",48.93074826,48.9307482563169,"$40-$45",746.805481710388,13.06589151544,52.2325,581,12689.6444899968
"582","DEL Wolfcamp A Western Frontier Eddy HZ SHO NM (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",40.5623583,40.5623582975847,"$40-$45",980.543165501862,14.3957215937815,52.2325,582,12738.3193199568
"583","DEL Wolfcamp B Northeast Extension Lea Hz SHO NM (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",19.77839028,19.778390275,"$40-$45",925.081305071996,12.4444447361529,52.2325,583,12762.0533882928
"584","DEL Wolfcamp B Northeast Extension Loving Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",8.270832413,8.2708324125,"$40-$45",982.242041947218,12.4444447361529,52.2325,584,12771.9783871884
"585","GFC Eagle Ford Edwards Condensate DeWitt SHG TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",53.36702434,53.3670243383894,"$40-$45",1383.41410125861,12.0782593331803,52.2325,585,12836.0188163964
"586","GFC Eagle Ford Karnes Trough DeWitt SHG TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",3.536331865,3.53633186530934,"$40-$45",218.800733455781,15.047554619532,52.2325,586,12840.2624146344
"587","LOS Los Angeles Basin Other OGS CA (Future drilling)","US (Lower 48)","North America",2020,"Onshore","Probable Development","Non-OPEC",0.09135,0.09135,"$40-$45",87.5528904375,17.8174143823279,52.2325,587,12840.3720346344
"588","MID Spraberry Deep Midland Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",31.92495253,31.9249525286656,"$40-$45",702.837998807635,10.9350409397323,52.2325,588,12878.6819776704
"589","MID Spraberry East Martin Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",21.15096411,21.1509641081061,"$40-$45",1084.32345557826,12.4246976104037,52.2325,589,12904.0631346024
"590","MID Wolfcamp A Deep Basin Howard Hz SHO TX  (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",38.97928425,38.9792842453928,"$40-$45",461.066086460838,12.3487829200359,52.2325,590,12950.8382757024
"591","MID Wolfcamp A Deep Basin Martin Hz SHO TX  (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",17.46809204,17.4680920399979,"$40-$45",931.831739075546,12.3487829200359,52.2325,591,12971.7999861504
"592","MID Wolfcamp A Deep Basin Midland Hz SHO TX  (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",43.29315863,43.2931586343921,"$40-$45",851.163026353796,12.3487829200359,52.2325,592,13023.7517765064
"593","MID Wolfcamp B Deep Basin Midland Hz SHO TX  (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",36.89511668,36.8951166818627,"$40-$45",952.469946557194,12.3487829200359,52.2325,593,13068.0259165224
"594","MID Wolfcamp B Southern Fairway Upton Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",16.10570159,16.1057015875,"$40-$45",782.198673415493,13.4976812114816,52.2325,594,13087.3527584304
"595","MID Wolfcamp C Southern Fairway Upton Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",3.76104478,3.76104478025876,"$40-$45",531.049886658563,13.4976812114816,52.2325,595,13091.8660121664
"596","Milne Point Unit","US (Alaska)","North America",2020,"Onshore","Onstream","Non-OPEC",31.76847649,31.7684764949126,"$40-$45",100.98,32.9208037316671,52.2325,596,13129.9881839544
"597","MP262","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.17,0.17,"$40-$45",0.28,23.90000212,52.2325,597,13130.1921839544
"598","MP280","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.96,0.96,"$40-$45",0.88,12.22278061,52.2325,598,13131.3441839544
"599","Nikaitchuq","US (Alaska)","North America",2020,"Shallow Water","Onstream","Non-OPEC",20.33333954,20.3333395444196,"$40-$45",58.27,42.117939725,52.2325,599,13155.7441914024
"600","Oooguruk","US (Alaska)","North America",2020,"Shallow Water","Onstream","Non-OPEC",8.330232216,8.33023221559093,"$40-$45",44.94,44.633855425,52.2325,600,13165.7404700616
"601","PRV Turner Hz SHO WY (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",26.18646568,26.1864656846731,"$40-$45",525.808098065553,13.9235226843761,52.2325,601,13197.1642288776
"602","Redoubt Shoal","US (Alaska)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.993948162,0.993948162087554,"$40-$45",2.33,28.13281041,52.2325,602,13198.356966672
"603","SJQ San Juaquin Basin Other Hz OGS CA (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",0.507360533,0.507360533100999,"$40-$45",271.078000171315,25.3159418119577,52.2325,603,13198.9657993116
"604","UTA Uinta Basin Other Hz OGS UT (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",9.757233746,9.75723374609592,"$40-$45",554.914711914975,11.145852102764,52.2325,604,13210.6744798068
"605","WLN Bakken Fort Berthold Hz SHO ND (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",30.59293015,30.5929301489807,"$40-$45",336.744151680493,16.0818761958671,52.2325,605,13247.3859959868
"606","WLN Bakken Parshall Sanish Hz SHO ND (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",10.80687461,10.8068746149461,"$40-$45",166.696498117482,16.4567222382458,52.2325,606,13260.3542455188
"607","WLN Bakken West Nesson Hz SHO ND (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",31.20124123,31.2012412294926,"$40-$45",224.544134761682,16.8072902883895,52.2325,607,13297.7957349948
"608","WLN Three Forks Fort Berthold Hz SHO ND (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",29.51554642,29.5155464214901,"$40-$45",431.186609637574,16.0818761958671,52.2325,608,13333.2143906988
"609","ADK Cana Wet Gas Mississippian Hz SHG OK (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",2.957932688,2.9579326875,"$45-$50",107.625982496442,2.841767730797,58.3775,609,13336.7639099244
"610","ADK STACK Oil Mississippian Hz SHO OK (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",5.246926475,5.246926475,"$45-$50",467.051105274575,7.75428292496527,58.3775,610,13343.0602216944
"611","Clipper (GC 299)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",0.961614962,0.961614961574107,"$45-$50",0.78,8.229977666,58.3775,611,13344.2141596488
"612","DEL Wolfcamp B Northeast Extension Ward Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",4.981308762,4.98130876249999,"$45-$50",508.651968711688,12.4444447361529,58.3775,612,13350.1917301632
"613","DEL Wolfcamp B Northern Reeves Reeves Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",3.319816238,3.3198162375,"$45-$50",741.788994514927,13.06589151544,58.3775,613,13354.1755096488
"614","DEL Wolfcamp B Southern Reeves Other Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",3.449149288,3.4491492875,"$45-$50",446.984199858217,13.3212897324218,58.3775,614,13358.3144887944
"615","DEL Wolfcamp B Western Frontier Culberson Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",4.525740028,4.5257400283347,"$45-$50",288.866398836506,14.3957215937815,58.3775,615,13363.745376828
"616","DJU Niobrara Wattenberg Liquid Rich MRL Hz SHO CO (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",82.13967074,82.139670741181,"$45-$50",1321.35924081416,18.84114,58.3775,616,13462.312981716
"617","Front Runner","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",2.660277177,2.66027717738941,"$45-$50",4.28,10.08713882,58.3775,617,13465.5053143284
"618","GA209","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.946050382,0.946050382366171,"$45-$50",1.46,14.74713981,58.3775,618,13466.6405747868
"619","Magnolia (GB 783)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",3.385807317,3.38580731667744,"$45-$50",4.12,14.157425125,58.3775,619,13470.7035435672
"620","MID Wolfcamp A Southern Fairway Upton Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",3.833483081,3.83348308098831,"$45-$50",564.000316586518,13.4976812114816,58.3775,620,13475.3037232644
"621","MID Wolfcamp B Deep Basin Howard Hz SHO TX  (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",8.326268498,8.32626849847914,"$45-$50",573.69831289515,12.3487829200359,58.3775,621,13485.295245462
"622","MID Wolfcamp B Deep Basin Martin Hz SHO TX  (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",18.62220016,18.6222001641026,"$45-$50",1117.62425497621,12.3487829200359,58.3775,622,13507.641885654
"623","MID Wolfcamp B Glasscock Nose Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",5.534194905,5.53419490523908,"$45-$50",578.657316982253,12.8704214549224,58.3775,623,13514.28291954
"624","PRV Parkman Hz SHO WY (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",1.697314098,1.69731409798833,"$45-$50",619.596411244714,20.1999654308144,58.3775,624,13516.3196964576
"625","PRV Teapot SRL Hz SHO WY (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",1.073550763,1.07355076305367,"$45-$50",145.479909351752,20.0642335713822,58.3775,625,13517.6079573732
"626","VR164","US (GoM Shelf)","North America",2020,"Shallow Water","Onstream","Non-OPEC",0.074408457,0.0744084570400359,"$45-$50",0.11,69.44535106,58.3775,626,13517.6972475216
"627","WLN Bakken Montana Frontier Hz SHO MT Fee (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",0.567114865,0.567114865244287,"$45-$50",218.971524914979,51.9773532929706,58.3775,627,13518.3777853596
"628","WLN Bakken Nesson Anticline Hz SHO ND (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",11.41035675,11.4103567484409,"$45-$50",124.273422235182,16.8676672746583,58.3775,628,13532.0702134596
"629","WLN Bakken West McKenzie Hz SHO ND (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",5.452891605,5.45289160457072,"$45-$50",364.287652251699,18.1189709116501,58.3775,629,13538.6136833856
"630","WLN Bakken Williams Core Hz SHO ND (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",37.18396671,37.1839667083491,"$45-$50",187.328091123734,18.9746609452031,58.3775,630,13583.2344434376
"631","WLN Three Forks Dunn County Hz SHO ND (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",8.584130592,8.5841305919264,"$45-$50",440.706022204909,16.5230888245667,58.3775,631,13593.535400148
"632","WLN Three Forks Nesson Anticline Hz SHO ND (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",6.583999436,6.58399943631063,"$45-$50",89.3014298625548,16.8676672746583,58.3775,632,13601.4361994712
"633","ADK Merge Mississippian Hz SHO OK (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",4.139101313,4.1391013125,"$50-$55",96.7187112266073,3.87303844979641,64.5225,633,13606.4031210468
"634","ADK SCOOP Core Woodford Hz SHG OK (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",3.283886638,3.2838866375,"$50-$55",114.84303566996,1.99002331124219,64.5225,634,13610.3437850124
"635","Cascade (WR 206)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",2.621582237,2.62158223662739,"$50-$55",4.03,36.70179963,64.5225,635,13613.4896836968
"636","CBP Central Basin Platform Other OGS TX (Future drilling)","US (Lower 48)","North America",2020,"Onshore","Probable Development","Non-OPEC",1.797314467,1.79731446738408,"$50-$55",234.460451824325,19.7580674679739,64.5225,636,13615.6464610572
"637","CRK Cherokee Basin Other Hz OGS OK (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",2.143568508,2.14356850775433,"$50-$55",179.527097265546,11.0939155971513,64.5225,637,13618.2187432668
"638","Dantzler (MC 782)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",2.524844885,2.52484488472232,"$50-$55",3.04,26.022078185,64.5225,638,13621.2485571288
"639","DEL Bone Spring Northwest Shelf Hz SHO NM (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",12.52712679,12.5271267882944,"$50-$55",628.153428512815,14.9581933476059,64.5225,639,13636.2811092768
"640","DEL Wolfcamp A Northeast Extension Other Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",2.8629916,2.8629916,"$50-$55",583.770425457746,12.4444447361529,64.5225,640,13639.7166991968
"641","DEL Wolfcamp A Northeast Extension Ward Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",30.83206595,30.83206595,"$50-$55",914.404452556336,12.4444447361529,64.5225,641,13676.7151783368
"642","DEL Wolfcamp A Southern Reeves Reeves Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",45.53604323,45.5360432267782,"$50-$55",1107.02794809342,13.3212897324218,64.5225,642,13731.3584302128
"643","DEL Wolfcamp A Western Frontier Other Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",4.71186415,4.71186415,"$50-$55",219.403929094466,14.3957215937815,64.5225,643,13737.0126671928
"644","DEL Wolfcamp B Southern Reeves Reeves Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",11.13891083,11.138910825,"$50-$55",781.356237192662,13.3212897324218,64.5225,644,13750.3793601888
"645","DEL Wolfcamp B Western Frontier Eddy HZ SHO NM (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",10.9161031,10.9161030985598,"$50-$55",575.11727222204,14.3957215937815,64.5225,645,13763.4786839088
"646","DJU Niobrara Chalk Bluffs Hz SHO CO (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",1.112359101,1.11235910056023,"$50-$55",185.860286553197,16.2092142699169,64.5225,646,13764.81351483
"647","DJU Niobrara Wattenberg Gas Rich SRL Hz SHO CO (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",2.595983853,2.59598385347997,"$50-$55",90.8111937720895,7.1520174141676,64.5225,647,13767.9286954536
"648","Genesis (GC 205)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",2.921468028,2.9214680275331,"$50-$55",4.56,25.606463605,64.5225,648,13771.4344570872
"649","GFC Eagle Ford Black Oil Zavala SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",5.228103989,5.22810398873595,"$50-$55",476.826975162341,16.3308175544951,64.5225,649,13777.708181874
"650","GFC Eagle Ford Edwards Condensate Other SHG TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",4.403667734,4.40366773446959,"$50-$55",335.396727500694,12.0782593331803,64.5225,650,13782.9925831548
"651","GFC Eagle Ford Karnes Trough Karnes SHG TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",47.34004021,47.3400402125,"$50-$55",473.130609889754,15.047554619532,64.5225,651,13839.8006314068
"652","Granite Point","US (Alaska)","North America",2020,"Shallow Water","Onstream","Non-OPEC",2.54640053,2.54640052953859,"$50-$55",6.8,36.024404855,64.5225,652,13842.8563120428
"653","MID Spraberry Deep Martin Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",17.06184839,17.0618483850351,"$50-$55",273.050169327522,10.9350409397323,64.5225,653,13863.3305301108
"654","MID Spraberry East Howard Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",14.56451374,14.5645137446413,"$50-$55",403.229960489861,12.4246976104037,64.5225,654,13880.8079465988
"655","MID Wolfcamp A Glasscock Nose Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",10.44930437,10.4493043660054,"$50-$55",401.724525982728,12.8704214549224,64.5225,655,13893.3471118428
"656","MID Wolfcamp B Southern Fairway Reagan Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",5.44053431,5.44053430988419,"$50-$55",685.595448514175,13.4976812114816,64.5225,656,13899.8757530148
"657","PRV Frontier XRL Hz SHO WY (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",1.121706833,1.12170683333333,"$50-$55",330.224011315656,56.2718488800408,64.5225,657,13901.2218012144
"658","SJQ San Juaquin Basin Other OGS CA (Future drilling)","US (Lower 48)","North America",2020,"Onshore","Probable Development","Non-OPEC",0.443232611,0.443232611492332,"$50-$55",290.311491065594,25.3159418119577,64.5225,658,13901.7536803476
"659","WLN Bakken Dunn County Hz SHO ND (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",9.321176953,9.32117695309727,"$50-$55",427.671462015527,16.5230888245667,64.5225,659,13912.9390926912
"660","WLN Bakken Elm Coulee Hz SHO MT (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",0.551438759,0.551438759322849,"$50-$55",317.348651699537,18.8516522583063,64.5225,660,13913.600819202
"661","WLN Bakken Northern Mountrail Hz SHO ND (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",7.650409358,7.65040935796821,"$50-$55",82.2422217869528,17.7022423351391,64.5225,661,13922.7813104316
"662","WLN Three Forks Southern Bakken Fringe Hz SHO ND (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",1.303984446,1.3039844458872,"$50-$55",555.554283236565,26.6017620257684,64.5225,662,13924.3460917668
"663","WLN Three Forks West Nesson Hz SHO ND (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",18.94104077,18.9410407724371,"$50-$55",152.755871529205,16.8072902883895,64.5225,663,13947.0753406908
"664","ADK Cleveland Hz OIL OK (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",1.307570229,1.30757022860021,"$55-$60",163.118811418356,8.27480615709567,70.6675,664,13948.6444249656
"665","ADK NE STACK Oswego Hz OIL OK (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",0.485104988,0.4851049875,"$55-$60",22.1689260754152,9.4199860551856,70.6675,665,13949.2265509512
"666","Balboa (EB 597)","US (GoM Deepwater)","North America",2020,"Deepwater","Onstream","Non-OPEC",0.696508934,0.696508933716502,"$55-$60",0.46,14.74597635,70.6675,666,13950.062361672
"667","DEL Bone Spring Other Eddy Hz SHO NM (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",6.854893763,6.8548937625,"$55-$60",262.717651668258,20.3851878180487,70.6675,667,13958.2882341876
"668","DEL Delaware Basin Other Hz OGS TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",26.2445185,26.2445184999999,"$55-$60",1511.72255234491,17.1161871277684,70.6675,668,13989.7816563876
"669","DEL Wolfcamp A Southern Reeves Other Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",6.777812213,6.7778122125,"$55-$60",386.358370404775,13.3212897324218,70.6675,669,13997.9150310432
"670","DJU Niobrara Chalk Bluffs Hz SHO WY (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",3.055928006,3.05592800621238,"$55-$60",314.600287771982,16.2092142699169,70.6675,670,14001.5821446504
"671","GFC Eagle Ford Black Oil La Salle SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",23.95188247,23.9518824652784,"$55-$60",446.380453334596,16.3308175544951,70.6675,671,14030.3244036144
"672","GFC Eagle Ford Black Oil McMullen SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",1.528655522,1.52865552202449,"$55-$60",128.300884266027,16.3308175544951,70.6675,672,14032.1587902408
"673","GFC Eagle Ford Edwards Condensate Live Oak SHG TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",5.5374837,5.5374837,"$55-$60",306.387719797837,12.0782593331803,70.6675,673,14038.8037706808
"674","MID Spraberry Deep Upton Hz SHO TX (Future drilling)","US (Lower 48)","North America",2020,"Tight Oil","Probable Development","Non-OPEC",7.336386988,7.33638698772884,"$55-$60",320.890605941244,10.9350409397323,70.6675,674,14047.6074350664
"675","Mustang","US (Alaska)","North America",2020,"Onshore","Onstream","Non-OPEC",3.786469189,3.78646918890496,"$55-$60",31.88,46.75447997,70.6675,675,14052.1511980932
